ein,org_name,website,state,ntee_code,mission_snippet,total_revenue,employee_count,new_icp_score
112716443,HISPANIC BROTHERHOOD INC,WWW.HISPANICBROTHERHOOD.ORG,NY,P840,"THE ORGANIZATION'S MISSION IS TO PROVIDE MULTI-SERVICE COMMUNITY BASED SUPPORT TO INDIVIDUALS IN THE AREAS OF HOUSING, COUNSELING, YOUTH AND SENIOR CITIZEN AFFAIRS.",1156156.00,0,7
813496316,OMAHA BRIDGES OUT OF POVERTY INC,OMABOP.ORG,NE,P11,EMPOWERING UNDER-RESOURCED FAMILIES TO CHANGE THEIR LIVES BY DISCOVERING AND OVERCOMING BARRIERS TO SUCCESS.,1155995.00,47,7
232085257,BLOOMSBURG AREA YOUNG MENS,BLOOMSBURGY.ORG,PA,P27Z,"THE ORGANIZATION IS A CAUSE-DRIVEN, NON-PROFIT, CHARITABLE ORGANIZATION COMMITTED TO ENRICH ALL SEGMENTS OF THE COMMUNITY IN SPIRIT, MIND AND BODY. THE ORGANIZATION PROMOTES PARTICIPATION BY ALL INDIV",1155438.00,68,7
204765519,SO ALL MAY EAT INC,WWW.SOALLMAYEAT.ORG,CO,P99,CREATING COMMUNITY THROUGH HEALTHY FOOD ACCESS TO ADDRESS FOOD INSECURITY.,1155364.00,24,7
421249643,AGAPE PREGNANCY CENTER,WWW.AGAPEDSM.COM,IA,E400,"TO PROVIDE FREE PREGNANCY TEST AND EDUCATION, STD TESTING, ULTRASOUND, PHYSICAL/EMOTIONAL/SPIRITUAL SUPPORT, PRENATAL AND PARENTING CLASSES, NUTRITIONAL INFORMATION, HYGIENE ITEMS, MATERNITY CLOTHING,",1155094.00,14,7
750904045,BOLES CHILDREN'S HOME INC,WWW.ARMSOFHOPE.ORG,TX,L40,"TO TRANSFORM THE LIVES OF DISADVANTAGED CHILDREN, YOUTH AND FAMILIES BY PROVIDING HOPE AND SUPPORT IN A NURTURING, CHRISTIAN ENVIRONMENT.",1154848.00,49,7
472453596,PEACEMAKERS OF ROCKY MOUNT INC,ROCKYMOUNTPEACEMAKERS.ORG,NC,P20,"PEACEMAKERS IS A CHRISTIAN COMMUNITY DEVELOPMENT ORGANIZATION SERVING THE UNDER-RESOURCED AREA OF SOUTH ROCKY MOUNT IN ROCKY MOUNT, NORTH CAROLINA. OUR MISSION IS TO PARTNER WITH OUR NEIGHBORS IN SOUT",1153837.00,55,7
208726030,THE SOUTHEAST ALABAMA MEDICAL,WWW.SEHEALTHFOUNDATION.ORG,AL,E11,OUR MISSION IS TO SUPPORT HEALTHCARE IN SOUTHEAST ALABAMA AND SURROUNDING AREAS. THE FOUNDATION PROVIDES FINANCIAL SUPPORT TO THE HOUSTON COUNTY HEALTH CARE AUTHORITY DBA SOUTHEAST HEALTH MEDICAL CENT,1153126.00,0,7
342035163,COPLINE INC,copline.org,NJ,P990,FIRST RESPONSE ACTIVE LISTENING HOTLINE FOR LAW ENFORCEMENT OFFICERS AND THEIR FAMILIES.,1153108.00,0,7
842562504,PACIFIC BIRTH COLLECTIVE,PACIFICBIRTHCOLLECTIVE.ORG,HI,E40,"PACIFIC BIRTH COLLECTIVE IS A COMMUNITY-BASED ORGANIZATION ROOTED IN RESPECT, INCLUSIVITY AND CARE. OUR MISSION IS EXPANDING BIRTH AND WELLNESS CHOICES THROUGH EDUCATION, SUPPORT AND ADVOCACY FOR FAMI",1152423.00,0,7
223848537,THE TREEHOUSE FOUNDATION INC,WWW.TREEHOUSEFOUNDATION.NET,MA,P32,"TREEHOUSE PROMOTES PUBLIC INVESTMENT IN OUR MOST VULNERABLE CHILDREN. WE INSPIRE, IMPLEMENT AND SUPPORT INNOVATIVE CHILD WELFARE PRACTICES TO ENSURE CHILDREN WHO EXPERIENCE FOSTER CARE FIND FOREVER FA",1151807.00,14,7
452405702,MARTY'S PLACE SENIOR DOG SANCTUARY,WWW.MARTYSPLACE.ORG,NJ,D20,"MARTY'S PLACE SENIOR DOG SANCTUARY PROVIDES A SAFE, LOVING AND PROTECTED ENVIRONMENT FOR SENIOR DOGS IN NEED OF HOMES. MARTY'S PLACE IS DEDICATED TO PROVIDING QUALITY CARE TO ALL RESIDENTS AND PEACE O",1151488.00,10,7
742243258,FAMILY CRISIS CENTER INC,WWW.FAMILYCRISISCTR.ORG,TX,P43Z,A NONPROFIT TEXAS CORPORATION ORGANIZED TO PROVIDE TEMPORARY SHELTER AND SUSTENANCE FOR FAMILIES EXPERIENCING DOMESTIC VIOLENCE.,1150549.00,27,7
352390219,BRIDGE BUILDERS COMMUNITY,https://www.bridgebuildersbronx.org/community,NY,P20,The mission of the Organization is to improve the wellbeing of families and strengthen the child welfare system through a community-based collaborative process of interventions aimed at reducing unnec,1149943.00,0,7
953618489,CATHEDRAL CENTER,WWW.THECATHEDRALCENTER.ORG,CA,P81,"CATHEDRAL CENTER IS DEDICATED TO HELPING SENIORS LIVE MEANINGFUL LIVES WITH DIGNITY FROM THE ACTIVE TO THE HOMEBOUND, IMPROVING THEIR QUALITY OF LIFE BY ASSISTING ALL SENIORS.",1149902.00,0,7
582473799,RONALD MCDONALD HOUSE CHARITIES OF,WWW.RMHCCGA.ORG,GA,E86,"TO PROVIDE CARE AND COMFORT FOR THE FAMILIES OF SERIOUSLY ILL, CRITICALLY INJURED OR MEDICALLY FRAGILE CHILDREN WHO ARE BEING TREATED AT AREA MEDICAL FACILITIES.",1149538.00,15,7
273994145,CITY OF REFUGE,CITYOFREFUGECOLUMBIA.ORG,MO,P40,"ORGANIZATION'S PRIMARY EXEMPT PURPOSE IS TO EDUCATE, TRAIN AND ASSIST REFUGEES AND IMMIGRANTS IN MID-MISSOURI IN AND WITH EMPLOYMENT OPPORTUNITIES AND PRACTICES, EDUCATIONAL OPTIONS, LANGUAGE SKILLS, ",1147849.00,16,7
680533402,ON POINT,WWW.LIVEONPOINT.ORG,TN,E70,ON POINT PARTNERS WITH SCHOOLS AND COMMUNITIES TO CULTIVATE THE STRENGTHS IN YOUTH AND GUIDE THEM ON THEIR PATH TO THRIVE.,1147628.00,22,7
390833611,SOCIETY OF ST VINCENT DE PAUL OF,WWW.SVDPSHEB.ORG,WI,P20,"A NETWORK OF FRIENDS INSPIRED BY GOSPEL VALUES, GROWING IN HOLINESS AND BUILDING A MORE JUST WORLD THROUGH PERSONAL RELATIONSHIPS WITH AND SERVICE TO PEOPLE IN NEED.",1147087.00,23,7
260504792,UNITED DISABILITIES SERVICES FOUNDATION,WWW.UDSERVICES.ORG,PA,E50,"RAISES FUNDS IN SUPPORT OF THE MISSION OF UNITED DISABILITIES SERVICES FOUNDATION, UNITED DISABILITIES DIRECT SERVICES, AND AFFILIATE COMPANIES, WHICH HELPS TO ENHANCE THE INDEPENDENCE AND ENRICH THE ",1147059.00,0,7
461086070,CUL2VATE,CUL2VATE.ORG,TN,P20,"THE ORGANIZATION GROWS NUTRITIOUS FOOD TO DONATE TO THOSE WHO ARE FOOD INSECURE, WHILE ALSO WORKING TO PROVIDE A FRESH START AT EMPLOYMENT TO THOSE WHO ARE IN NEED OF A SECOND CHANCE.",1146577.00,32,7
330415572,FOUNDATION FOR THE CHILDREN,WWW.USFCC.ORG,CA,Q300,TO ENHANCE THE HEALTH AND NUTRITION OF UNDERSERVED CHILDREN IN THE SAN DIEGO-TIJUANA MEGA REGION PRIMARILY THROUGH THE SUPPORT OF HOSPITAL INFANTIL DE LAS CALIFORNIAS.,1146480.00,5,7
630332253,YOUNG MEN'S CHRISTIAN ASSOCIATION,YMCACALHOUN.ORG,AL,P27Z,"TO SERVE ALL PEOPLE: TO STRENGTHEN THE BODY, MIND AND SPIRIT THROUGH QUALITY PROGRAMS, FACILITIES AND SERVICES; TO PROMOTE CHRISTIAN VALUES AND TO ENCOURAGE INDIVIDUALS AND FAMILIES TO REACH THEIR FUL",1146454.00,130,7
954527278,UNITED IN HARMONY,UNITEDINHARMONY.ORG,CA,P30,TO HELP UNDERPRIVILAGED CHILDREN STAY IN SCHOOL AND AWAY FROM DRUGS & GANGS AND TO GET OUT OF CYCLE OF POVERTY.,1145745.00,0,7
522140604,LIGHT HEALTH AND WELLNESS COMPREHENSIVE,WWW.LIGHTHEALTH.ORG,MD,P20,"THE MISSION IS TO PROMOTE THE HEALTH AND WELLNESS AND EDUCATION OF CHILDREN, FAMILIES, AND INDIVIDUALS IMPACTED BY HEALTH AND SOCIAL DISPARITIES.",1145574.00,18,7
223312710,JERSEY CITY CONNECTIONS INC,www.hudsonpride.org,NJ,E70,"To enhance the lives of LGBTQ+ people & allies by serving as a voice and creating a safe physical and virtual home, provide social services and programs that meet the ongoing needs of the LGBTQ+ commu",1144845.00,0,7
330189254,THE ELI HOME INC,https://www.elihome.org,CA,P620,"To welcome, shelter, comfort, heal, encourage and strengthen homeless victims of child abuse and family violence and to prepare them to reenter the community to lead stable, non-violent lives, free fr",1144643.00,23,7
752125952,WOMAN TO WOMAN PREGNANCY RESOURCE CENTER,WWW.DENTONPRC.ORG,TX,E400,THE ORGANIZATION AS A WHOLE EXISTS TO PROVIDE CHRIST CENTERED TRUST AND RELEVANT MEDICAL SERVICES IN A CONFIDENTIAL AND NONJUDGEMENTAL ATMOSPHERE.,1144543.00,32,7
431468720,CHRISTOS HOUSE INC,WWW.CHRISTOSHOUSEMO.ORG,MO,P43Z,GIVE SHELTER & SUPPORT TO ABUSED VICTIMS,1143560.00,22,7
823507701,ARTHURS ACRES ANIMAL SANCTUARY CORPORATION,ARTHURSACRESANIMALSANCTUARY.ORG,NY,D34,PIG AND ANIMAL FARM AND SANCTUARY,1143357.00,4,7
161138283,LEROY AMBULANCE SERVICE INC,LEROYEMS.ORG,NY,E62,AMBULANCE SERVICES,1142955.00,24,7
311669230,TARGET DAYTON MINISTRIES INC,WWW.TARGETDAYTON.COM,OH,P60,"TO SPREAD CHRISTIANITY IN THE DAYTON, OHIO INNER-CITY THROUGH THE PRACTICE OF VARIOUS CHARITABLE MINISTRIES.",1142854.00,15,7
464950304,MINNESOTA ELDER JUSTICE CENTER,WWW.ELDERJUSTICEMN.ORG,MN,P20,"THE MISSION OF THE MINNESOTA ELDER JUSTICE CENTER IS TO PREVENT AND ALLEVIATE ABUSE, NEGLECT, AND FINANCIAL EXPLOITATION OF ELDERS AND VULNERABLE ADULTS.",1142730.00,12,7
262321872,Seward House Museum,WWW.Sewardhouse.org,NY,A54,"To preserve and memorializing the historic Seward House Museum, the former home of William Seward. The Organization is charged with preserving and memorializing the material and intellectual legacy of",1142237.00,8,7
320211087,THE MILWAUKEE WOMEN'S CENTER INC,WWW.COMMUNITYADVOCATES.NET/WOMEN/,WI,P11,"THE MISSION OF THE MILWAUKEE WOMEN'S CENTER, INC. IS TO PROVIDE INNOVATIVE, CULTURALLY COMPETENT HOLISTIC CARE THAT WILL EMPOWER MEN, WOMEN, AND CHILDREN TO LIVE SAFE, INDEPENDENT, AND HEALTHY LIVES.",1142181.00,0,7
391338524,MARINETTE COUNTY ELDERLY SERVICES,www.mces.net,WI,P81Z,"Our mission at Marinette County Elderly Services is to assist older persons in maintaining a longer, healthier, and more fulfilled life.",1140013.00,48,7
570609664,SUMTER SENIOR SERVICES INC,WWW.SUMTERSENIORSERVICES.ORG,SC,Z99,TO PROVIDE SERVICES FOR THE ELDERLY IN SUMTER COUNTY.,1139792.00,8,7
941628221,East Bay Spanish Speaking Citizens Found,www.sscf.org,CA,P840,"Help San Francisco East Bay families embrace their heritage, enrich their lives, and develop as community leaders by providing educational enrichment services and promoting civic responsibility.",1139372.00,13,7
203562424,MALTA HOUSE OF CARE INC,WWW.MALTAHOUSEOFCARE.ORG,CT,E32,PROVIDING FREE PRIMARY MEDICAL CARE AND PHARAMACEUTICALS TO THOSE INDIVIDUALS WITHOUT HEALTH INSURANCE RESIDING IN THE GREATER HARTFORD AREA.,1138206.00,13,7
350868077,LAMPION CENTER INC,WWW.LAMPIONCENTER.COM,IN,P30Z,"EMPOWERING INDIVIDUALS, CHILDREN, AND FAMILIES BY LIGHTING THEIR PATH THROUGH INNOVATIVE COUNSELING SOLUTIONS AND DYNAMIC COMMUNITY ENGAGEMENT.",1138118.00,21,7
570369507,KATIE AND IRWIN KAHN JEWISH,JCCCOLUMBIA.ORG,SC,P33Z,"THE MISSION OF TEH KATIES AND IRWIN KAHN JEWISH COMMUNITY CENTER IS TO ENHANCE THE QUALITY OF LIFE BY PROVIDING COMPREHENSIVE PROGRAMS BASED ON JEWISH VALUE, TRADITIONS, HERITAGE AND CULTURE. THE CENT",1138025.00,108,7
411449746,NATIONAL YOUTH LEADERSHIP COUNCIL,WWW.NYLC.ORG,MN,O500,"TO EQUIP YOUNG PEOPLE WITH THE KNOWLEDGE, SKILLS, AND CONFIDENCE, AMPLIFYING YOUTH VOICE, TO CO-CREATE A MORE JUST, SUSTAINABLE, AND PEACEFUL WORLD.",1137113.00,6,7
473181193,Remake,http://remake.world,CA,P20,The mission of Remake is to build a conscious consumer movement. We collaborate with visionary brands that aspire to lead the industry by investing in the people who make their products. With every co,1137073.00,15,7
863621704,RIDDLE ROOTS COMMUNITY PROJECTS,RIDDLEROOTS.ORG,OR,P20,"RIDDLE ROOTS IS NOW A REGISTERED 501(C)(3) CHARITABLE ORGANIZATION WITH OVER A DOZEN MEMBERS REPRESENTING ROSEBURG, WINSTON, MYRTLE CREEK, CANYONVILLE, RIDDLE AND AZALEA WHO SHARE A MISSION TO CHAMPIO",1137037.00,0,7
452829888,Siddheswari Seva Inc,www.srisiddheswariseva.org,GA,P20,See Schedule O,1136962.00,0,7
472323887,ENDEAVOR THERAPEUTIC HORSEMANSHIP INC,WWW.ENDEAVORTH.ORG,NY,E50,ENDEAVOR THERAPEUTIC HORSEMANSHIP INC.'S MISSION IS TO EMPOWER INDIVIDUALS WITH A BROAD RANGE OF NEEDS BY PROVIDING THE HIGHEST QUALITY EQUINE-ASSISTED SERVICES IN AN INCLUSIVE AND WELCOMING ENVIRONME,1136608.00,14,7
561524964,Black Child Development Institute of Greensboro Inc,www.blackchilddevelopment.org,NC,P30,"Dedicated volunteers who help educate their communities about national, state or local issues facing children and specifically, African American children. Provide direct services to children and youth",1136531.00,51,7
831484206,Daughters Against Alzheimer's Inc,HTTPS://DAUGHTERSAGAINSTALZ.ORG/,GA,E12,"IN SUPPORT OF THE NATIONAL INSTITUTE ON AGING (NIA) AND NATIONAL PLAN TO ADDRESS ALZHEIMER'S DISEASE (NAPA), DAUGHTERS AGAINST ALZHEIMER'S IS HONORED TO SUPPORT THE PLAN'S AMBITIOUS GOALS TO BOTH PREV",1136478.00,0,7
741807552,NORTH SAN ANTONIO CHAMBER OF COMMERCE,WWW.NORTHSACHAMBER.COM,TX,Z99,THE MISSION OF THE NORTH CHAMBER IS TO HELP MEMBERS GROW THEIR BUSINESSES AND BECOME MOREPROFITABLE AND TO COLLABORATE WITH OTHER LIKE-MINDED GROUPS FOR THE CITY'S PROSPERITY.,1136364.00,10,7
953398938,Friendship Adult Day Care Center Inc,www.friendshipcentersb.org,CA,P700,To provide adult day services for aging adults and respite care for caregivers.,1136360.00,18,7
742425029,HILL COUNTRY FAMILY SERVICES INC,HCFSTX.ORG,TX,P600,"HILL COUNTRY FAMILY SERVICES OPERATES AT THE INTERSECTION OF URGENT NEED AND LASTING CHANGE. WE FOSTER MENTAL AND PHYSICAL WELLNESS, STABILITY AND INDEPENDENCE FOR INDIVIDUALS AND FAMILIES WHO ARE IN ",1135356.00,21,7
731565487,REACHING OUR CITY INC,WWW.REACHINGOURCITY.ORG,OK,P200,"REACHING OUR CITY IS A FAITH-BASED COMPREHENSIVE COMPASSIONATE COMMUNITY DEVELOPMENT ORGANIZATION IN NW OKLAHOMA CITY SUPPORTING AND EQUIPPING PEOPLE TO STRENGTHEN THEMSELVES, THEIR FAMILIES, AND THEI",1135309.00,19,7
823474757,SPECIAL HEARTS FARM INC,SPECIALHEARTSFARM.COM,FL,P82,"THE ORGANIZATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS, EDUCATIONAL, OR SCIENTIFIC PURPOSES UNDER SECTION 501(C)3 OF THE INTERNAL REVENUE CODE OR CORRESPONDING SECTION OF ANY FUTURE TAX C",1135078.00,25,7
841469488,A KID'S PLACE,WWW.LIFESTORIESWELD.ORG,CO,P30,"LIFE STORIES PROVIDES ADVOCACY AND SUPPORT FOR ABUSED AND NEGLECTED CHILDREN BY ADVANCING COORDINATED INVESTIGATIONS, PROSECUTION AND VICTIM SERVICES.",1134821.00,16,7
043532986,CLEARWAY CLINIC INC,CLEARWAYCLINIC.ORG,MA,E400,"SERVE OTHERS IN JESUS CHRIST'S NAME BY PROVIDING FAMILIES WITH EDUCATION DURING PREGNANCY DECISIONS, PRENATAL CLASSES, PARENTING CLASSES, ABORTION EDUCATION, ABORTION RECOVERY AND PHYSICAL GOODS FOR N",1134721.00,24,7
621558575,COMMUNITY LEGAL CENTER,WWW.CLCMEMPHIS.ORG,TN,P46Z,TO PROVIDE LEGAL SERVICES FOR LOW TO MIDDLE INCOME FAMILIES.,1133925.00,23,7
522362022,The Global Fund for Mental Health Inc,www.globalfund4mentalhealth.org,CA,P99,Support mental health services programs.,1133383.00,0,7
910565024,YOUNG WOMEN'S CHRISTIAN ASSOCIATION,WWW.YWCABELLINGHAM.ORG,WA,P27Z,THE YWCA OF BELLINGHAM PROVIDES PERMANENT SUPPORTIVE AND EMERGENCY RESIDENTIAL HOUSING FOR FEMALE IDENTIFYING INDIVIDUALS WHO HAVE LIMITED FINANCIAL RESOURCES AND FIND THEMSELVES IN EXTREMELY VULNERAB,1132454.00,16,7
871202375,JOY RANCH OF SOUTH DAKOTA,WWW.JOYRANCHOFSD.ORG,SD,P20,THE ORGANIZATIONS CORE MISSION IS TO HELP CHALLENGED INDIVIDUALS GET A CHANCE TO MEANINGFULLY CONNECT WITH HORSES.,1132446.00,15,7
391879622,CRISIS INTERVENTION SERVICES INC,WWW.STOPDVSA.ORG,IA,P43Z,"PROVIDE SUPPORT, RESOURCES, AND HOPE FOR A BETTER FUTURE TO PERSONS AFFECTED BY DOMESTIC ABUSE, SEXUAL ASSAULT AND OTHER CRISIS.",1132426.00,21,7
475518844,DALE K GRAHAM VETERANS FOUNDATION,DALEKGRAHAMVETERANSFOUNDATION.ORG,OK,P20,THE DALE K. GRAHAM VETERANS FOUNDATION EXISTS TO LIVE OUT ITS MISSION OF SERVING MILITARY VETERANS AND THEIR FAMILIES BY SHARING ITS COLLECTIVE KNOWLEDGE AND EXPERIENCE TO HELP WITH THE VETERANS ADMIN,1132400.00,25,7
900798525,GOLD YOUTH ARTS ORGANIZATION INC,www.goldyoutharts.org,CA,A6C,GOLD SEEKS TO IMPROVE PUBLIC'S UNDERSTANDING OF AND APPRECIATION FOR MUSIC AND MARCHING BAND PERFORMANCES.,1131877.00,72,7
541897241,CLOVERLEAF EQUINE CENTER,CLOVERLEAFEQUINECENTER.ORG,VA,E50,"TO HELP EACH INDIVIDUAL REALIZE THEIR HIGHEST POTENTIAL BY PROVIDING EQUINE-ASSISTED SERVICES TO PEOPLE WITH DISABILITIES, YOUTH FROM MARGINALIZED COMMUNITIES, RECOVERING MILITARY PERSONNEL, AND OTHER",1131579.00,25,7
455153408,ORGANIZATION FOR PROSTITUTION SURVIVORS,WWW.SEATTLEOPS.ORG,WA,P80,TO ACCOMPANY SURVIVORS OF PROSTITUTION IN CREATING AND SUSTAINING EFFORTS TO HEAL FROM AND END THIS PRACTICE OF GENDER-BASED VIOLENCE.,1129839.00,13,7
933957288,Rancho Santa Fe Womens Fund,https://rsfwomensfund.org,CA,P20,The mission of the Rancho Santa Fe Women?s Fund is collective philanthropy and building a sense of community through volunteerism and social activities while escalating awareness of local organization,1129332.00,0,7
850439226,DVRC INC,WWW.DVRCNM.ORG,NM,P43Z,"TO PROVIDE ASSISTANCE TO VICTIMS OF DOMESTIC VIOLENCE IN THE ALBUQUERQUE, NEW MEXICO AREA.",1128584.00,19,7
852840852,PARADIGM FOR PARITY INC,HTTPS://PARADIGM4PARITY.ORG,NY,P20,TO ACHIEVE GENDER PARITY INCLUDING RACIAL EQUITY IN CORPORATE LEADERSHIP BY PARTNERING WITH COMPANIES TO DEVELOP AND PROMOTE STRATEGIES THAT DRIVE SYSTEMIC CULTURE CHANGE.,1127525.00,0,7
270111679,AGAPE PREGNANCY RESOURCE CENTER,WWW.AGAPEPRC.ORG,TX,E42,PROVIDE COUNSELING & SUPPORT SERVICES TO SINGLE MOTHERS AND OTHERS WITH UNPLANNED PREGNANCIES IN THE ROUND ROCK AREA.,1127218.00,17,7
061309954,CONNECTICUT YOUTH SERVICES ASSOCIATION,WWW.CTYOUTHSERVICES.ORG,CT,O20I,"CYSA CREATES AND MAINTAINS AN EFFECTIVE SUPPORT SYSTEM FOR THE LOCAL YOUTH SERVICE BUREAUS, TEMPORARY SHELTERS, CRISIS INTERVENTION AND HOSE HOME PROGRAMS AND INDIVIDUALS CONCERNED ABOUT YOUTH, THUS E",1126790.00,1,7
160868128,CHARLES SETTLEMENT HOUSE INC,HTTPS://CHARLESSETTLEMENTHOUSE.ORG/,NY,P28Z,"OUR MISSION IS TO ASSURE SERVICES ARE TRULY CUSTOMER-FOCUSED, PROVIDING COORDINATED, LIFE-CHANGING HUMAN SERVICES TO INDIVIDUALS AND FAMILIES; AND IMPROVE NEIGHBORHOODS TO BE SAFE AND THRIVING WITH A ",1126265.00,24,7
471189803,LOVE YOUR BRAIN FOUNDATION INC,WWW.LOVEYOURBRAIN.COM,VT,P20,TO IMPROVE THE QUALITY OF LIFE OF PEOPLE AFFECTED BY TRAUMATIC BRAIN INJURY,1126238.00,11,7
043366975,CONSUMERS FOR AFFORDABLE HEALTH,WWW.MAINECAHC.ORG,ME,E99Z,"ADVOCATE FOR MAINE PEOPLE TO BE HEARD, RESPECTED, AND WELL-SERVED IN A HEALTH SYSTEM THAT PROVIDES COVERAGE, ACCESS AND QUALITY, AFFORDABLE CARE TO ALL.",1125919.00,11,7
841419008,RED ROCK CENTER FOR INDEPENDENCE,WWW.RRCI.ORG,UT,P82,"TO EMPOWER PEOPLE WITH DISABILITIES IN SOUTHWESTERN UTAH TO LIVE INDEPENDENTLY THROUGH EDUCATION, PERSONALIZED SERVICES, AND TECHNOLOGY.",1125632.00,30,7
811561104,NORTHEAST EARTH COALITION,HTTPS://WWW.NEEARTH.ORG,NJ,P20,"The Northeast Earth Coalition, Inc, (NEEC) works at the community level to protect the environment and promote local sustainability and food security. The NEEC supports the work of community and envir",1125615.00,0,7
464075241,LIVE AGAIN FRESNO,LIVEAGAINFRESNO.ORG,CA,P99,The specific purpose of this Corporation shall include without limiation providingoutreach and resources for the community.,1124868.00,15,7
362171173,THE FAMILY SERVICE CENTER OF WILMETTE,www.familyservicecenter.org,IL,P46Z,"To strengthen and empower families and communities by providing accessible evidenced-based counseling, crisis response, outreach, and education. To help build a community united in actively supporting",1124848.00,14,7
371554432,COMMUNITY HELPING PLACE INC,WWW.COMMUNITYHELPINGPLACE.ORG,GA,P60,TO ADDRESS WITH CARE AND COMPASSION THE NEEDS OF THE PEOPLE OF LUMPKIN COUNTY GEORGIA BY OFFERING CHARITABLE HUMANITARIAN SERVICES.,1124224.00,36,7
752425265,Living Alternatives Inc,WWW.LIVALT.ORG,TX,P450,"To promote a culture of life for women, children and families through outreach to those experiencing unplanned pregnancy through fostering, adoption, education and provision of resources.",1123341.00,17,7
350868078,FAMILY & CHILDREN'S SERVICES INC,HEADWATERSCOUNSELING.ORG,IN,P400,"PROMOTE, DEVELOP AND EMPOWER INDIVIDUALS, FAMILIES, AND COMMUNITIES TO HAVE HEALTHY RELATIONSHIPS AND MAKE POSITIVE LIFE CHOICES.",1123230.00,27,7
232892823,ANN SILVERMAN COMMUNITY HEALTH CLINIC,ASCHEALTHCLINIC.ORG,PA,E30,"THE ANN SILVERMAN COMMUNITY HEALTH CLINIC PROVIDES FREE MEDICAL AND DENTAL CARE, BEHAVIORAL HEALTH AND SOCIAL SERVICES TO LOW-INCOME, UNINSURED RESIDENTS OF BUCKS COUNTY.",1122951.00,0,7
300136132,CARE FOR CHILDREN,WWW.CAREFORCHILDREN.COM,KS,O50,WE PARTNER WITH GOVERNMENTS IN ASIA TO HELP CREATE A POSITIVE ALTERNATIVE TO INSTITUTIONAL CARE THROUGH LOCAL FAMILY-BASED CARE FOR DISADVANTAGED CHILDREN.,1122109.00,1,7
464612090,DETROIT PIT CREW DOG RESCUE,HTTPS://DETROITPITCREW.COM,MI,D20,RESCUE DOGS FROM DANGEROUS SITUATIONS CARE AND HOLD UNTIL ABLE TO TURN OVER TO A HOME OR ANIMAL ADOPTION GROUP.,1121486.00,1,7
541964259,THE HAVEN SHELTER AND SERVICES INC,WWW.HAVENSHELTER.ORG,VA,P430,TO PROVIDE SERVICES AND PROGRAMS TO AND FOR THE ADVOCACY OF VICTIMS OF INTIMATE PARTNER VIOLENCE AND SEXUAL VIOLENCE AND PROVIDE PRIMARY VIOLENCE PREVENTION PROGRAMS.,1120688.00,24,7
931222522,FOLK-TIME INC,WWW.FOLKTIME.ORG,OR,P20,CONNECTING PEOPLE WHO SHARE THE EXPERIENCE OF LIVING WITH MENTAL ILLNESS THROUGH PEER SUPPORT AND COMMUNITY BASED ACTIVITIES.,1120426.00,29,7
954791296,KIDS COMMUNITY CLINIC OF BURBANK,HTTP://WWW.KIDSCLINIC.ORG,CA,E30,"THE KID'S COMMUNITY CLINIC OF BURBANK IS A NATIONALLY RECOGNIZED DENTAL HOME SERVING LA COUNTY OFFERING FREE OR LOW COST COMPREHENSIVE, RESTORATIVE, AND PREVENTATIVE ORAL CARE TO VULNERABLE LOW INCOME",1119280.00,25,7
431208673,STODDARD COUNTY CHILDREN'S HOME,WWW.STODDARDCOUNTYCHILDRENSHOME.COM,MO,P32,PROVIDE SERVICES TO CHILDREN,1119020.00,21,7
453710305,IDAHO VETERANS RESEARCH & EDUCATION,WWW.IVREF.ORG,ID,E70,TO ADVANCE THE RESEARCH AND EDUCATION MISSION OF THE DEPARTMENT OF VETERANS AFFAIRS AND SPECIFICALLY THE BOISE VA MEDICAL CENTER THROUGH THE SUPPORT OF RESEARCH AND EDUCATION RELATED ACTIVITIES.,1118208.00,18,7
237105393,THE BOYS AND GIRLS CLUB OF ASSABET,WWW.BGCAV.ORG,MA,P28Z,"THE MISSION OF THE BOYS & GIRLS CLUB OF ASSABET VALLEY IS TO PROMOTE THE GROWTH OF YOUNG PEOPLE IN OUR COMMUNITY BY EMPOWERING THEM TO BECOME PRODUCTIVE, CARING, RESPONSIBLE CITIZENS.",1117971.00,33,7
741592603,Planned Parenthood Cameron County,www.plannedparenthood.org,TX,E42,"Provide family planning and reproductive healthcare services to both adults and teenagers, with particular emphasis on serving low-income and medically underserved populations.",1117383.00,0,7
351326709,LOVEWAY INC,WWW.LOVEWAYINC.ORG,IN,E50Z,EMPOWERING THE LIVES OF INDIVIDUALS WITH DISABILITIES THROUGH COMPASSIONATE EQUINE ASSISTED SERVICES.,1116851.00,27,7
471202557,SCKIC Inc,dorothyshouse.org,IA,P70,"Dorothy's House provides a safe place for the practice of life for those whose lives have been interrupted by trafficking, exploitation and prostitution.",1116194.00,15,7
392037053,PLYMOUTH INTERGENERATIONAL,WWW.GENERATIONSIC.ORG,WI,P28,TO MAINTAIN AND PROMOTE OPPORTUNITIES THAT BUILD AND HONOR RELATIONSHIPS BETWEEN GENERATIONS THROUGH POSITIVE EDUCATIONAL AND SOCIAL EXPERIENCES.,1115252.00,30,7
