foundation_ein,foundation_name,state,website_url,total_assets,annual_giving,total_grants_made,pf_to_pf_grant_count,pf_to_pf_total_amount,ca_grant_count,veteran_grant_count,veteran_grant_amount,target_grant_count,lasso_score,open_to_applicants,gives_in_ca,funds_pfs,latest_tax_year,source,known_funder,filter_passes,failed_filters,description,phone,app_contact_email,app_contact_name
222425725,THE HYDE AND WATSON FOUNDATION,NJ,WWW.HYDEANDWATSON.ORG,87251751,5001737,2153,0,0,0,1,9000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9087533700,INFO@HYDEANDWATSON.ORG,BRUNILDA MORIARTY
222788116,INSERRA FAMILY FOUNDATION,NJ,N/A,91891,230555,23,0,0,0,1,25000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,2015295900,,LAWRENCE R INSERRA JR
223209342,THE STEWART W & WILLMA C HOYT,NY,WWW.HOYTFOUNDATION.ORG,23465044,823581,101,0,0,0,1,55000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,BANK FEES,6077720780,,CATHERINE A SCHWOEFFERMAN EXECUTIVE
223505137,DAVID & MARGERY INKELES CHARITABLE,NJ,N/A,8155957,216379,148,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9733834998,,BARBARA INKELES
223509265,The Dawkins Family Foundation Inc,NJ,https://dawkinsfamilyfoundation.org,,10129,21,0,0,0,1,1000,0,,True,False,False,2020,keyword,False,1,CA Geography; PF-to-PF Grants,,7324495323,,The Dawkins Family Foundation
223681344,VICTOR M RICHEL FAMILY FOUNDATION INC,NJ,N/A,24606,12736,31,0,0,0,1,50,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,,,Victor Richel
226064531,THE BARTIMAEUS FOUNDATION,NJ,N/A,394095,15820,45,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,2018488072,,MARGARET FICCA
226703196,THE CESTONE FAMILY FOUNDATION INC,NJ,N/A,8143497,274520,81,0,0,0,1,10000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6468551011,,BANK OF AMERICA PRIVATE BANK - ATTE
226933418,BURTON FAMILY FOUNDATION,KS,NONE,48466,4103,33,0,0,0,1,1500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9138317999,,TIFFANY WINGO
232318470,STOCKTON RUSH BARTOL FOUNDATION,PA,WWW.BARTOL.ORG,5928407,133900,268,0,0,0,1,7500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,REIMBURSEMENTS,2675195310,,BETH FELDMAN BRANDT
232625170,SCHWARTZ-MACK FOUNDATION,PA,N/A,4885318,326440,215,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,5703468425,,SCHWARTZ-MACK FOUNDATION
232702119,AMERICAN COMPETITIVENESS INSTITUTE,PA,ACIUSA.ORG,898905,36304,23,0,0,0,1,100,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,INVESTMENT MANAGEMENT FEES,6103621200,CRISWELL@ACIUSA.ORG,ALAN J CRISWELL
233016370,WILLIAM J AND ANN M ROLL,PA,N/A,3069695,103140,279,0,0,0,1,100,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,5705566028,,WILLIAM J ROLL
236298674,BOB HOFFMAN FOUNDATION,PA,https://grantexec.com/foundations/236298674,,459068,97,0,0,0,1,2500,0,,True,False,False,2022,keyword,False,1,CA Geography; PF-to-PF Grants,NONE,7178529143,,BOB HOFFMAN FOUNDATION
237011258,Allen E & Marie A Nickless,MI,https://www.saginawfoundation.org/deindorfer-woods-park,6292868,238170,257,0,0,0,1,5000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,The Foundation does not have any program related investments or any expenses relative to program related investments.,9897939830,,John Humphreys
237055684,MICHAELS FAMILY FOUNDATION INC,CT,https://www.sheltonfamilyfoundation.org,123100,8190,59,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,OUTSIDE CONTRACT SERVICES,2035974955,,
237422733,THE KANTZLER FOUNDATION,MI,KANTZLER.ORG,6120069,333323,67,0,0,0,1,50000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,INTEREST & DIVIDENDS RECEIVABLE,9898920591,,THE KANTZLER FOUNDATION
237788354,EILEEN M HECK FOUNDATION,PA,N/A,,504,14,0,0,0,1,25,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,,,
237918063,WILLIAM R & ESTHER RICHMOND FDN,PA,s://www.pnc.com/en/about-pnc/corporate-respon,612277,25452,54,0,0,0,1,3074,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,2023 TRANSACTION POSTED IN 2024,4122583051,,PNC CHARITABLE TRUST GRANT REVIEW C
250995760,EMPORIUM FOUNDATION INC,PA,N/A,4055767,154580,76,0,0,0,1,5519,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,8144863333,,GARY BODEN TREASURER
256072007,FORSYTHE FOUNDATION,PA,https://www.forsythe-foundation.org,859796,43268,23,0,0,0,1,2000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,RETURN OF CAPITAL ADJUSTMENT,4122583051,,PNC CHARITABLE TRUST GRANT REVIEW C
256082935,FAIR FREDERICK&ELLEN MEMORIAL,PA,https://eintaxid.com/company/256082935-frederick-ellen-fair-memorial-fund-p06109006,7794603,348695,73,0,0,0,1,40000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,2024 TRANSACTION POSTED IN 2025,4128076049,,PNC Bank Char Trust Grant Review Co
256092021,AMELIA MILES FOUNDATION,PA,SEE FOOTNOTES,1926320,100593,54,0,0,0,1,10000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,2024 TRANSACTION POSTED IN 2025,4122094802,,PNC CHARITABLE TRUST GRANT REVIEW C
256228888,LLOYD FOUNDATION,PA,SEE FOOTNOTE,1570346,49355,33,0,0,0,1,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,FEDERAL TAX REFUND,4127628660,,PNC CHARITABLE TRUST GRANT REVIEW C
256823427,ROBERT Y MOFFAT CHARITABLE TRUST,PA,,5685912,342363,150,0,0,0,1,15000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,4127622758,,PNC BANK CHARITABLE TRUST COMMITTEE
261561849,ALBANY MUTUAL TELEPHONE FOUNDATION,MN,N/A,3400975,133435,53,0,0,0,1,10000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3208452101,,JARED JOHNSON
262644613,The Finlay Foundation,NH,https://www.ericksonfoundations.com/nashua-nh.html,1642,,50,0,0,0,1,25000,0,,True,False,False,2019,keyword,False,1,CA Geography; PF-to-PF Grants,,6036720300,,co The Finlay Foundation
263205406,WILLIAM G JANIS &,FL,N/A,11744,360511,37,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,2319467500,WILLIAMJANIS43@GMAIL.COM,WILLIAM G JANIS
263512974,EATON PEABODY FOUNDATION,ME,https://www.eatonpeabody.com,39794,58333,50,0,0,0,1,1000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,Bank service fees,2079924342,vlachappelle@eatonpeabody.com,Veronica LaChappelle
264126885,THE RICK FAMILY FOUNDATION,MI,https://www.ricksteves.com/watch-read-listen/read/articles/the-italian-allure-of-lake-como,300083,14805,60,0,0,0,1,500,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,EXPENSES,6168444400,,DONNA RICK
270013896,REDEMPTIVE NETWORK MINISTRIES INCORPORATED,TN,https://chattanoogametroministrynetwork.com/ministries/chattanooga-metro-ministry-network,469,711,12,0,0,0,1,60,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,VERIZON TELEPHOONE,4233143108,,
270421478,THE SAMUEL AND JUSTINA HALLEY CHARITABLE FOUNDATION,MO,N/A,1205991,53058,105,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3149668077,,CHARLES A AMEN
271665086,ABRAMS FAMILY FOUNDATION,OH,https://www.wlwt.com/article/williamsburg-local-school-district-receives-donation/43785741,31931848,879180,42,0,0,0,1,100000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,BOOK TAX DIFFERENCE ON UNREALIZED LOSSES,5137214450,,THE ABRAMS FAMILY FOUNDATION
273097556,JAMES AND THERESA NOLAN FOUNDATION,FL,HTTP://NOLANFOUNDATION.ORG/HOME.HTML,338045,24820,48,0,0,0,1,2000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,UNREALIZED BASIS CHANGE,5088889193,,THERESA NOLAN
273380430,US WIND FORCE FOUNDATION INC,WV,WWW.USWFF.ORG,3059,53539,77,0,0,0,1,500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3042570770,FOUNDATION @USWFF.ORG,US WIND FORCE FOUNDATION INC
273915004,CONEWAGO ENTERPRISES CHARITABLE,PA,N/A,925652,195333,132,0,0,0,1,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7176327722,,ADAM HICKS
273930552,COMMITTEE FOR OPEN DEMOCRACY INC,FL,WWW.COMMITTEEFOROPENDEMOCRACY.ORG,111338,319140,113,0,0,0,1,62000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9415040977,,THOMAS NOLAN
274004949,JERRY W BROCK FOUNDATION,AZ,http://jwbfound.org,3518638,120020,46,0,0,0,1,2000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,UNREALIZED LOSS,4809682222,,JERRY BROCK
274334835,JOHN AND CAROLE BARTHOLDSON FOUNDATION,PA,N/A,291897,25276,180,0,0,0,1,25,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6107723140,,JOHN R BARTHOLDSON
274392768,The Saab Family Foundation,MA,www.saabfamilyfoundation.org,16072598,543279,415,0,0,0,1,10000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6034013888,grant@saabfamilyfoundation.org,Board of Directors
276994607,LEE ANTHONY REVOCABLE TRUST,KS,,828045,7770,22,0,0,0,1,500,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,ADVISOR FEES CNB,6203648411,,BRYAN K JOY
306046209,LOUISE GRUNWALD TTEE ROBERT SAVITT TTEE,NY,N/A,1170211,62028,14,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,2128790881,,MRS LOUISE GRUNWALD
306068869,THE MCGUE MILLHISER FAMILY TRUST,VA,https://www.lawyers.com/richmond/virginia/neil-mcgue-millhiser-168890940-a,9576098,737700,272,0,0,0,1,5000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,EXPENSES,5614505743,JMILLHISER@GMAIL.COM,THE MCGUE MILLHISER FAMILY TRUST
306108244,EMILY & ELLSWORTH AUSTIN EDUCATIONA,SC,N/A,530746,77418,222,0,0,0,1,2500,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,EXPENSES,8034329768,,LAURA JONES
311388018,RAY & PEG HIRVONEN CHARITABLE FOUNDATION,MI,https://www.hirvonenfoundation.org,13312287,536003,350,0,0,0,1,5000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,INVESTMENT FEES,9062493358,,MARK HIRVONEN
311423164,SUTPHIN FAMILY FOUNDATION ICA,PA,,33022622,1266600,268,0,0,0,1,25000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,4127622083,,TODD A FELTHAUS ATTNTHE SUTPHIN
311508706,RALPH R AND GRACE B JONES FOUNDATION,OH,N/A,7490239,296315,191,0,0,0,1,2500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3302644444,,J DOUGLAS DRUSHAL ATTORNEY
311533046,HATTON FOUNDATION,OH,N/A,32697084,1108200,339,0,0,0,1,150000,0,,True,False,False,2023,both,False,1,CA Geography; PF-to-PF Grants,,5134016380,,HATTON FOUNDATION
311703357,THE DOROTHY AND JIM KRONZER FOUNDATION,TX,https://anybabycan.org/who-we-are/supporters,1347911,76900,60,0,0,0,1,13500,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,BOOK/TAX ADJUSTMENTS,7136225766,,KIMBERLEE KRONZER O'BRIEN
316666379,LOUISE S and W H BAUER CHARITABLE,TX,https://www.taxexemptworld.com/organizations/port-lavaca-tx-texas.asp,298535,15500,57,0,0,0,1,1000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,,3615526726,,Sheila D Dierschke
331122321,The Marshall Home Fund Inc,MA,marshallhomefund.org,1152635,64274,138,0,0,0,1,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6172856143,,Allocations Committee
341453162,BIERY FAMILY FOUNDATION INC,OH,N/A,3675734,113676,72,0,0,0,1,3000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3308753381,,BENJAMIN BIERY
341721203,TONY & GLADYS TERAMANA CHARITABLE,OH,https://grantexec.com/foundations/341721203,596923,27300,22,0,0,0,1,10000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7402641651,,ANTHONY TERAMANA
341845584,Austin-Bailey Health & Wellness Foundation,OH,https://austin-bailey.org/,7310454,212031,177,0,0,0,1,40000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3305802380,,DON SULTZBACH
341881438,RYAN FAMILY FOUNDATION INC,FL,https://et.cybo.com/US-biz/the-kolowsky-family-foundation,2916708,239800,263,0,0,0,1,1000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,STATE OF OHIO REGISTRATION FEES,3306067862,,PATRICK L RYAN
356040491,Olive B Cole Foundation Inc,IN,obcole.org,32439869,1331625,305,0,0,0,1,5000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,Dues and Subscriptions,2604032481,infoolivebcole.org,Emily Pichon
362488355,Blowitz-Ridgeway Foundation,IL,www.Blowitzridgeway.org,23651528,635540,233,0,0,0,1,10000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,Program Related Investments,8473301020,,Serena Moy
363304708,LAKELAND LEADERSHIP LEAGUE,MN,,16530,3364,8,0,0,0,1,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,,,GERALD PELTIER
363489906,Keeling Family Foundation,IL,https://keelingfamilyfoundation.org,,2697,1,0,0,0,1,13486,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,Scholarship,,,
363575705,Minneapolis Area Association of Realtors,MN,www.mplsrealtor.com/foundation,2097303,114224,79,0,0,0,1,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9529339020,,Minneapolis Area Association of Rea
363668256,ELMER & KAYA BERG FOUNDATION NO 2,ND,N/A,2963663,170100,210,0,0,0,1,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7012932317,,SHANNON GEPHART BELL BANK WEALTH MA
363693227,COPE RON & CAROL FOUNDATION TRUST,NE,N/A,7818507,577622,119,0,0,0,1,8000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3082374571,BILL@OLDFATHERFINANCIAL.COM,WILLIAM OLDFATHER
363727675,NELS AND LUCILLE WINTHER FOUNDATION,NE,N/A,260079,34350,46,0,0,0,1,7500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3088321600,LWILCOX@MINDENEXCHANGE.COM,LARRY WILCOX
364102040,LINDI HIMMEL FOUNDATION,FL,N/A,2036,,2,0,0,0,1,50,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9544102521,,
364462103,HARVEY AND ETHEL DAEUMER FOUNDATION,IL,WWW.DAEUMER.ORG,3791014,191995,103,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,8476288310,,LAURIE AZ BITTER
364622550,WILLIAM & WINIFRED FREEMAN,IL,N/A,2117,,4,0,0,0,1,15000,0,,True,False,False,2022,keyword,False,1,CA Geography; PF-to-PF Grants,BANK FEES,6305300000,RMROFKA@CISMROF.COM,WM WINIFRED FREEMAN FOUNDATION
366493609,THE BERSTED FOUNDATION,TX,https://fundsnetservices.com/illinois-grants-and-foundations,27568271,1091001,383,0,0,0,1,20000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,COMMON TRUST FUND TIMING,8888663275,,SUSAN BOIN
367368506,JEROME J AND DOROTHY H HOLZ FAMILY,WI,WWW.HOLZFAMILYFOUNDATION.COM,18994104,668838,249,0,0,0,1,10000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,4147741031,HOLZFAMILYFOUNDATION@GMAIL.COM,JEROME J DOROTHY H HOLZ FAMILY FOUN
371167167,Chillicothe Foundation Inc,IL,N A,653728,32680,28,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,,,Angie M Miller
371172293,CHARLESTON AREA CHARITABLE FOUNDATION,IL,https://www.charlestonfoundation.org,8713249,625692,86,0,0,0,1,6800,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,2173452128,info@charlestonfoundation.org,CHARLESTON AREA CHARITABLE FOUNDATI
371233371,W Darrell Kilton Foundation,IL,N/A,10801871,857105,119,0,0,0,1,30000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,2173243935,,Advisory Committee WDKilton Foundat
371571424,AMERICAN PHILHELLENES SOCIETY 1810-1840,IL,WWW.AMPHSO.COM,3063,34,2,0,0,0,1,93,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,ADVERTISING,8476741773,,
382143122,ETHEL AND JAMES FLINN FOUNDATION,MI,WWW.FLINNFOUNDATION.ORG,58941116,2128138,337,0,0,0,1,100000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3133093436,ACOLE@FLINNFOUNDATION.ORG,ANDREA M COLE EXECUTIVE DIRECTOR AN
382477768,Nartel Family Foundation,MI,NartelFamilyFoundation.org,3555258,143350,150,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,,,Nartel Family Foundation
382708121,JOHN A & MARLENE L BOLL FOUNDATION,MI,BOLLFOUNDATION.ORG,536035,243370,204,0,0,0,1,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,5867773968,,JOHN A MARLENE L BOLL FOUNDATION
383209958,JOSEPH J LAURENCELLE MEMORIAL,MI,WWW.JJLMF.ORG,3603044,103800,79,0,0,0,1,10000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,EXPENSES,2482586200,CHARLIE@JJLMF.ORG,CHARLIE LAURENCELLE
383808388,MAKING IT HAPPEN FOUNDATION,TN,N/A,45860,15629,26,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9016858585,,DEBRA PACE BRANAN
386083080,OLESON FOUNDATION,MI,OLESONFOUNDATION.ORG,23094804,1477258,513,0,0,0,1,200,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,LAND (CHARITABLE PURPOSES),2319469349,,MS STEPHANIE RUSTEM
386540398,FARVER FOUNDATION,MI,N/A,1952933,258908,229,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,,,PATRICK FARVER
386571896,STELLA & FREDERICK LOEB CHARITABLE TRUST,OH,https://www.kettering.edu/who-we-are/news-events/kettering-news/stella-frederick-loeb-trust-awards-7500-grant-kettering-university-pre-college-programs,4495898,200890,259,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,AMORTIZATION CARRYOVER,8103427089,,ANNE CAREY C0 HUNTINGTON NATIONAL
386869760,KOHLI FAMILY FOUNDATION,OH,https://www.buzzfile.com/business/Kohli-Family-Foundation-330-759-6978,239327,7826,76,0,0,0,1,50,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,,3307596978,CMKINC@AMERITECH.NET,CHANDER KOHLI
391762087,LEON H & CLYMENE M BOND FDN,WI,N/A,3908259,254469,129,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9206042520,,JENNIFER HANNA
391822927,GREGORY C VAN WIE CHARITABLE,WI,N/A,3944434,212275,66,0,0,0,1,15000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6085754077,,JOHN C MITBY
391916022,FEECO INTERNATIONAL FOUNDATION INC,WI,https://feeco.com,2494573,86771,120,0,0,0,1,1000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,MISCELLANEOUS EXPENSE,9204681000,,DANIEL MADIGAN
391979649,KORB FAMILY FOUNDATION INC,WI,https://fdlareafoundation.com/marshmen,242616,27826,51,0,0,0,1,50,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,FMV OF STOCK DONATED OVER COST BASI,9209522000,,MICHAEL A KORB
396050046,SIEBERT LUTHERAN FOUNDATION INC,WI,WWW.SIEBERTFOUNDATION.ORG,118579599,3477173,373,0,0,0,1,45000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,4142692832,,SIEBERT LUTHERAN FOUNDATION INC
396102058,THE ARIENS FAMILY FOUNDATION INC,WI,https://www.ariensfamilyfoundation.org,140640,295860,32,0,0,0,1,500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9207564273,,MORGAN SCHADRIE THE ARIENS FAMILY F
411765936,FIRST NATIONAL BANK OF BEMIDJI,MN,N/A,722770,29287,23,0,0,0,1,5485,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,2187512430,,PAUL N WELLE
411963901,DONDELINGER FOUNDATION,MN,https://www.surecritic.com/reviews/dondelinger-hyundai,1463125,18201,30,0,0,0,1,2000,0,,True,False,False,2022,keyword,False,1,CA Geography; PF-to-PF Grants,EXPENSES,2186814820,NONE,ROBERT J DONDELINGER
411974262,THE AFFINITY PLUS FEDERAL CREDIT UNION F,MN,AFFINITYPLUSFOUNDATION.ORG,1008587,190250,224,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6512913700,INFO@AFFINITYPLUS.ORG,AFFINITY PLUS FOUNDATION
420627329,KINGS DAUGHTERS HOME FOR OLD PEOPLE,IA,https://lv.cybo.com/US-biz/kings-daughters-retirement-home,447256,86638,168,0,0,0,1,1000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,ROOM AND BOARD FOR ELDERLY,3197539130,,TWO RIVERS BANK AND TRUST
420681060,OTTUMWA REGIONAL LEGACY FOUNDATION INC,IA,WWW.OTTUMWALEGACY.ORG,70085992,821940,435,0,0,0,1,3000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6414555260,ANOSSAMAN@OTTUMWALEGACY.ORG,AMY NOSSAMAN
421074052,LEE ENDOWMENT FOUNDATION,IA,https://www.icmasonicfoundation.org,591065,16820,89,0,0,0,1,3000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,,6414231600,,JANET JOHNSON PUBLISHER GLOBE GAZET
421480934,Molinaro Family Charitable Foundation,IA,N/A,3816761,109800,75,0,0,0,1,250,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3192335474,,Frances Molinaro
426037351,KINNEY-LINDSTROM FOUNDATION INC,IA,N/A,8772291,508084,141,0,0,0,1,2500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,5072695703,,KINNEY-LINDSTROM FOUNDATION INC
426062589,THE VAN BUREN FOUNDATION INC,IA,,9743168,130472,180,0,0,0,1,5000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,,,JON FINNEY
426131300,AO ANDERSON FOUNDATION INC,IA,N/A,341067,7684,47,0,0,0,1,500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7126627606,,KEVIN MURRAY
431475774,THE RALPH AND DONNA KORTE FAMILY,MO,N/A,35087,82224,106,0,0,0,1,500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,3142413327,,CHARITABLE FOUNDATION SUSAN BOWMAN
431759364,ROGER A BROWNING FOUNDATION INC,MO,N/A,1375896,57115,44,0,0,0,1,500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6606462336,,TOM ASHBROOK PRESIDENT
431947605,FRIEND FOUNDATION,MO,N/A,84261,600,3,0,0,0,1,42500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,EXPENSES,8166652015,JAMESFRIEND@633MAIL.COM,JAMES FRIEND
436203035,OPPENSTEIN BROTHERS FOUNDATION,MO,https://asselgrantservices.com/oppenstein-brothers-foundation-grants-25000-to-ymca-of-greater-kansas-city,34946125,1748850,686,0,0,0,1,3500,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,ART - TWO THOMAS HART BENTON,8162342704,,PROGRAM OFFICER
436225310,JAMES ALLBRITAIN LAWSON CHARITABLE TRUST,TX,https://grantexec.com/foundations/436225310,2117872,96200,12,0,0,0,1,25000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,MUTUAL FUND ADJUSTMENT,8888663275,N/A,ANTHONY TWYMAN - BANK OF AMERICA N
436879780,THE KLUG FAMILY FOUNDATION,WI,https://www.klugfamilyrepairllc.com,834891,31085,94,0,0,0,1,1500,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,MANAGEMENT FEES,2626700757,,MR THOMAS KLUG
446008249,JOHN W AND EFFIE E SPEAS MEMORIAL TRUST,TX,https://accessphilanthropy.com/funder/speas-memorial-trust-john-w-effie-e,35444627,2008155,272,0,0,0,1,20000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,CTF TIMING ADJUSTMENT,8888663275,N/A,TONY TWYMAN - BANK OF AMERICA NA
446009246,CARRIE J LOOSE TRUST,TX,https://www.bbc.com/news/articles/ckge9d26z1ro,16672117,842322,108,0,0,0,1,100000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,NET INCOME ADJUSTMENT,8888663275,mo.grantmaking@bofa.com,TONY TWYMAN - BANK OF AMERICA NA
450449962,North Dakota Long Term Care Foundation,ND,N/A,,35172,495,0,0,0,1,300,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7012220660,,Casidie Fladeland
454702706,HEARTLAND CHAPTER LEATHERNECK,IA,HEARTLANDLMCI.ORG,60039,,2,0,0,0,1,5000,0,,True,False,False,2020,keyword,False,1,CA Geography; PF-to-PF Grants,,5154193597,,CRAIG SKINNER
454758205,BUTLER COUNTY BAR ASSOCIATION,PA,BUTLERCOUNTYPABAR.ORG/FOUNDATION/,133871,10250,25,0,0,0,1,2500,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7248410130,,JANIS HACKETT
