ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
271024497,FOSTER ANGELS OF CENTRAL TEXAS FOUNDATION,Tania,info@fosterangelsctx.org,TX,P03,THE ORGANIZATIONS MISSION IS TO IMPROVE THE LIVES OF THE CHILDREN IN FOSTER CARE IN CENTRAL TEXAS.,B,1222,75,Human Services
760350823,MAINLAND CHILDREN'S PARTNERSHIP,Gary,info@mcpartnership.org,TX,I72Z,"TO GIVE AT-RISK CHILDREN AND THEIR FAMILIES THE BEST POSSIBLE OPPORTUNITY TO BREAK THE CYCLE OF POVERTY BY FOSTERING COLLABORATION IN THE COMMUNITY AND BETWEEN THE PROVIDERS OF MEDICAL, SOCIAL, EDUCATIONAL, FINANCIAL ASSISTANCE AND SUPPORT SERVICES, AND FACILITATING IMPROVED EFFICIENCY AND EFFECTIVENESS OF SERVICE DELIVERY WITHIN THE BOUNDARIES OF THE TEXAS CITY AND LA MARQUE INDEPENDENT SCHOOL DISTRICTS.",B,362,75,Crime/Legal
746062658,WACO SYMPHONY ASSOCIATION INC,Carolyn,info@wacosymphony.com,TX,A69Z,WACO SYMPHONY ASSOCIATION'S MISSION IS TO PRESENT LIVE CLASSICAL MUSIC THAT WILL ENRICH THE CULTURAL LIFE OF OUR COMMUNITY.,B,871,75,Arts & Culture
200120322,ARCHWAY ACADEMY,Sasha,info@archwayacademy.org,TX,B25,TO PROVIDE A SUPPORTIVE AND SOBER LEARNING ENVIRONMENT TO MEET THE INDIVIDUAL EDUCATIONAL NEEDS OF ADOLESCENTS IN RECOVERY.,B,1430,75,Education
814518038,CHE CENTER FOR HEALTH EMPOWERMENT,Scott,info@austinche.org,TX,E32,OUR MISSION IS TO OPERATE A CLINIC THAT EXPANDS ACCESS TO MEDICAL SERVICES WITHIN POPULATIONS WHERE HIGHER OR INCREASING RATES OF HIV INFECTION OCCUR. CHE ALSO DISSEMATES HIGH-QUALITY PUBLIC HEALTH INFORMATION TO THE GENERAL PUBLIC THROUGH THE REGION.,B,693,75,Health
421624235,BEACON HILL PREPARATORY INSTITUTE,Charnella,info@beaconhillprep.org,TX,B99,"Beacon Hill supplements existing school systems and prepares students and families for success by providing reading and math tutoring, parent education, college preparation, and enrichment activities for students in Southern Dallas, Fort Worth, and surrounding communities.",B,1430,75,Education
352294669,The Beaumont Children's Museum,Amanda,info@beaumontchildrensmuseum.or,TX,A52,"Ignite the growth of children, families and communities through interactive learning.",B,871,75,Arts & Culture
746000772,EL PASO SYMPHONY ORCHESTRA ASSOC INC,Ruth,info@epso.org,TX,A690,"EL PASO SYMPHONY ORCHESTRA ASSOCIATION, INC. (ASSOCIATION) IS A NONPROFIT CORPORATION. ITS PURPOSE IS TO SPONSOR A SYMPHONY ORCHESTRA WHILE PERFORMING PUBLIC CONCERTS IN THE CITY OF EL PASO, TEXAS, AND TO PROVIDE SIGNIFICANT CULTURAL AND EDUCATIONAL VALUE. THE EL PASO SYMPHONY GUILD (GUILD) IS AN AUXILIARY ACTIVITY OF THE EL PASO SYMPHONY ORCHESTRA ASSOCIATION WHICH PROVIDES THE ASSOCIATION WITH VOLUNTEER AND FINANCIAL SUPPORT THROUGH COMMUNITY FUND RAISING PROJECTS. THE EL PASO SYMPHONY YOUTH ORCHESTRA (EPSYO) WAS STARTED DURING 2006 AS ANOTHER AUXILIARY ACTIVITY OF THE EL PASO SYMPHONY ORCHESTRA ASSOCIATION. THE EPSYO PROVIDES YOUNG MUSICIANS IN THE EL PASO AREA WITH AN ORCHESTRAL EXPERIENCE MARKED BY EDUCATIONAL EXCELLENCE THROUGH A UNIQUE RELATIONSHIP WITH THE EL PASO SYMPHONY ORCHESTRA. EL PASO SYMPHONY FOUNDATION IS A SEPARATE CORPORATION WHICH PROVIDES THE ASSOCIATION WITH CHARITABLE AND EDUCATIONAL SUPPORT.",B,871,75,Arts & Culture
273967754,PLANT IT FORWARD,Liz,info@plantitforward.farm,TX,K20,"To empower refugees to develop sustainable farming businesses that produce fresh healthy food for our community. We operate three key program areas: farmer education, farm services, and enterprise programs.",B,390,75,Food/Agriculture
760618804,FRIENDSWOOD VOLUNTEER FIRE DEPARTMENT,Greg,info@friendswoodvfd.com,TX,M24,"PROVIDE ADMINISTRATION AND MANAGEMENT FOR THE PROVISION OF FIREFIGHTING, EMERGENCY RESCUE, AND EMERGENCY MEDICAL SERVICES FOR THE COMMUNITY OF FRIENDSWOOD, TX",B,181,75,Public Safety
752126636,MONTESSORINEW BEGINNINGS,Manmohan,office@archgatemontessori.org,TX,B21Z,"ARCHGATE IS A DYNAMIC EDUCATIONAL ENVIRONMENT FOR TODDLERS THROUGH 8TH GRADE, EMPOWERING STUDENTS TO USE DIVERSE KNOWLEDGE AND EXPERIENCES TO REACH THEIR FULL POTENTIAL AND DO GOOD IN THE WORLD.",B,1430,75,Education
824805883,FOSTER CARE ADVOCACY CENTER,Tara,info@fcactexas.org,TX,P32,FOSTER CARE ADVOCACY IS A NONPROFIT MULTIDISCIPLINARY LAW OFFICE THAT PROVIDES HOLISTIC REPRESENTATION FOR CHILDREN AND PARENTS INVOLVED IN THE CHILD WELFARE SYSTEM IN THE GREATER HOUSTON AREA.,B,1222,75,Human Services
741774711,PARAMOUNT THEATRE FOR THE PERFORMING,James,info@austintheatre.org,TX,A610,"WE'RE HERE TO INSPIRE GENERATIONS. WE CONNECT PEOPLE AND STRENGTHEN COMMUNITY BY SHOWCASING UNFORGETTABLE PERFORMANCES ACROSS GENRES, PROVIDING LIFE-CHANGING ARTS EDUCATION PROGRAMS, AND DREAMING UP MAGICAL EXPERIENCES IN ICONIC VENUES THAT ANCHOR AND DEFINE DOWNTOWN AUSTIN.",B,871,75,Arts & Culture
742726459,GARDENIA E JANSSEN ANIMAL SHELTER INC,Rylee,info@faycofoundation.com,TX,D200,"TO PROVIDE SHELTER AND CARE FOR ABANDONED, LOST, OR INJURED ANIMALS AND TO FACILITATE IN THE ADOPTION OR RECLAMATION OF THESE ANIMALS.",B,545,75,Animal-Related
742942646,TEXAS INTERNATIONAL BACCALAUREATE SCHOOLS TIBS,Courtney,info@texasibschools.org,TX,B11,"TO ADVOCATE FOR ACCESS TO AN IB EDUCATION FOR ALL AND PROVIDE SUPPORT TO IB WORLD SCHOOLS THROUGH PROFESSIONAL DEVELOPMENT, CURRICULUM PLANNING, PROGRAM IMPLEMENTATION, AND SCHOLARSHIP PROGRAMS.",B,1430,75,Education
742247261,CORPUS CHRISTI METRO MINISTRIESINC,Patty,info@ccmetro.org,TX,P200,"METRO MINISTRIES TRANSFORMS THE LIVES OF THOUSANDS OF INDIVIDUALS AND FAMILIES IN THE COASTAL BEND BY FEEDING THE HUNGRY, SHELTERING THE HOMELESS, AND BUILDING FUTURES.",B,1222,75,Human Services
760695721,Ashtalakshmi Temple,Surendra,info@ashtalakshmi.org,TX,X70,"Promote the mission of H.H. Sri Sri Sri Tridandi Chinna Srimannarayana Ramanuja Jeeyar Swamiji to revitalize our vedic heritage and spread the Vedic knowledge to the present and future generations. Promote the motto of Worship your own and respect all Promote the motto of Serve all beings as Service to God A place of Worship and Vedic Learning Celebrate Festivals Provide priest services Conduct satsang, bhajans and discourses for peace and tranquillity Conduct music and dance classes Conduct social service activities",B,752,75,Religion
562394277,THE ARTIST BOAT INC,Karla,info@artistboat.org,TX,C60,"THE ARTIST BOAT, INC. IS DEDICATED TO PROMOTING AWARENESS AND PRESERVATION OF COASTAL MARGINS AND THE MARINE ENVIRONMENT THROUGH THE DISCIPLINES OF THE SCIENCES AND THE ARTS.",B,331,75,Environment
742036976,GUADALUPE CULTURAL ARTS CENTER,Cristina,info@guadalupeculturalarts.org,TX,A200,"THE MISSION OF THE GUADALUPE CULTURAL ARTS CENTER IS TO PRESERVE, DEVELOP, PRESENT AND PROMOTE THE ARTS AND CULTURE OF THE CHICANO. LATINO, AND INDIGENOUS PEOPLES. THE SCOPE OF THE CENTER'S PROGRAMMING IS MULTI-DISCIPLINARY AND VARIED WITHIN EACH OF THE FOLLOWING DISCIPLINES: DANCE, MEDIA ARTS, MUSIC, LITERATURE, THEATRE ARTS, VISUAL ARTS, AND FOLK & TRADITIONAL ARTS.",B,871,75,Arts & Culture
834003597,MIDLAND DOWNTOWN PARK CONSERVANCY,Scott,info@centennialparkmidland.org,TX,N20,"TO PROVIDE A PREMIER GREEN SPACE AND GATHERING PLACE IN DOWNTOWN MIDLAND, ENRICH THE QUALITY OF PLACE FOR OUR RESIDENTS AND VISITORS, AND ACT AS A CATALYST FOR SOCIAL AND ECONOMIC GROWTH.",B,465,75,Recreation
831340518,Longview Christian School Inc,Charles,info@lcseagles.com,TX,B21,"Longview Christian School partners with Christian parents to provide a complete kingdom education for their children designed to inspire, challenge, and equip students to maximize their God-given capabilities and understand their purpose in an environment that is saturated with the grace and truth of Jesus Christ.",B,1430,75,Education
870656142,COLLEGIATE STRENGTH & CONDITIONING,Scott,info@cscca.org,TX,N20,"CSCCA IS AN EDUCATIONAL ORGANIZATION THAT PROVIDES TRAINING, SEMINARS, AND AN ASSOCIATION TO DEVELOP BETTER UNDERSTANDING OF THE ROLE OF AND TECHNIQUES OF STRENGTH AND CONDITIONING FOR COLLEGE COACHES.",B,465,75,Recreation
383798900,PRAIRIE VIEW A&M FOUNDATION,Megan,info@pvamf.org,TX,B124,"TO MAXIMIZE THE EFFECTIVENESS OF CONTRIBUTIONS TO SUPPORT FUTUREEXCELLENCE IN EDUCATION, RESEARCH, SERVICE AND ATHLETICS AT PRAIRIEVIEW A&M UNIVERSITY.",B,1430,75,Education
680495265,POETRY COMMUNITY CHRISTIAN SCHOOL,Anne,info@poetrychristian.org,TX,B20,POETRY COMMUNITY CHRISTIAN SCHOOL'S MISSION IS TO EDUCATE CHILDREN WITH A CHRIST-CENTERED CURRICULUM FOR STUDENTS PK THROUGH 12TH GRADE.,B,1430,75,Education
760620881,HISTORIC HOUSTON,Carol,info@historichouston.org,TX,A80,HISTORIC HOUSTON IS A NON-PROFIT ORGANIZATION DEDICATED TO THE PRESERVATION AND CONSERVATION OF HOUSTON'S HISTORIC ARCHITECTURE AND ARCHITECTURAL BUILDING RESOURCES.,B,871,75,Arts & Culture
450621201,OPEN ARMS HEALTH CLINIC INC,Fran,info@openarmshealthclinic.org,TX,E32,"Open Arms Health Clinic offers compassionate, high quality care to those who lack access to affordable health services. The faith-based nonprofit clinic is staffed by volunteer professionals and 100% funded by grants and donations.",B,693,75,Health
741696961,ASSOCIATION FOR THE ADVANCEMENT OF,Jose,info@aaie.org,TX,P840,AAMA'S MISSION IS TO INSPIRE AND EMPOWER LATINOS TO PURSUE AND ACHIEVE THEIR POTENTIAL AND ACHIEVE SUCCESS. AAMA'S ULTIMATE GOAL IS THAT ALL LATINOS WILL BE ABLE TO PARTICIPATE FULLY IN THE ECONOMIC AND CIVIC SUCCESS OF OUR COMMUNITY. THE ORGANIZATIONS PROGRAMS ARE DESIGNED TO CREATE THE CONDITIONS THAT WILL MAKE THAT VISION POSSIBLE.,B,1222,75,Human Services
113703229,FAMILY PROMISE OF BELL COUNTY INC,Rucker,info@familypromisebellcounty.org,TX,L41,TO PROVIDE SERVICES TO HOMELESS FAMILIES THROUGH COMMUNITY PARTNERSHIPS AND FAITH CONGREGATIONS.,B,384,75,Housing
201334546,MCALLEN ECONOMIC DEVELOPMENT CORPORATION,Keith,info@mcallenedc.org,TX,S41,"TO MAINTAIN THE LEADERSHIP ROLE IN INDUSTRIAL RECRUITMENT AND EXPANSION BY INCREASING JOBS IN THE MCALLEN - REYNOSA AREA AND TO WORK WITH THE MAYOR, CITY COMMISSION, MCALLEN CHAMBER OF COMMERCE, LOCAL BUSINESS AND THE PRIVATE SECTOR TO PLAN AND IMPLEMENT ECONOMIC DEVELOPMENT STRATEGIES CRITICAL FOR THE CONTINUED GROWTH AND DEVELOPMENT OF MCALLEN.",B,394,75,Community Improvement
462631484,MINDPOP,Brent,info@mindpop.org,TX,A25,"MINDPOP brings the revolutionary power of the arts and creative learning to classrooms, schools, and communities for the benefit of every student.",B,871,75,Arts & Culture
451780194,Heritage School of Texas,Tyler,info@heritagestx.org,TX,B28,Heritage School of Texas was founded to provide students who have learning differences in the areas of speech and language and possess average to above average ability with a challenging and distinctively Christian education that joyfully engages their heart and minds in a classical framework.,B,1430,75,Education
202734850,COMMUNITY CERTIFIED DEVELOPMENT CORP,William,info@communitybusinessfinance.com,TX,S43,"THE PURPOSE OF THE CDC IS TO PROMOTE ECONOMIC DEVELOPMENT, TO STIMULATE THE GROWTH AND EXPANSION OF SMALL BUSINESS AND INDUSTRY, AND TO PROMOTE EXPANDED BUSINESS AND EMPLOYMENT OPPORTUNITIES IN THE COMMUNITY.",B,394,75,Community Improvement
741143055,MAINSPRING SCHOOLS INC,Jason,info@mainspringschools.org,TX,B21Z,PROVIDE CHILD CARE SERVICES TO LOW INCOME FAMILIES.,B,1430,75,Education
741168918,THE JUNIOR LEAGUE OF AUSTIN INC,Shannon,info@jlaustin.org,TX,S810,"WE ARE AN ORGANIZATION OF WOMEN COMMITTED TO PROMOTING VOLUNTEERISM, DEVELOPING THE POTENTIAL OF WOMEN, AND IMPROVING THE COMMUNITY THROUGH THE EFFECTIVE ACTION AND LEADERSHIP OF TRAINED VOLUNTEERS. OUR PURPOSE IS EXCLUSIVELY EDUCATIONAL AND CHARITABLE.",B,394,75,Community Improvement
471429344,NextOp Inc,Shelby,info@nextopvets.org,TX,W30,NextOp helps place talented enlisted service members and veterans into civilian careers through highly individualized preparation and an array of programming.,B,294,75,Public Policy
883281650,CAMP FERN LEGACY INC,Erica,info@campfern.org,TX,N20,"CAMP FERN LEGACY'S MISSION IS TO ENCOURAGE BOYS & GIRLS TO GROW INTO WELL- BALANCED, SELF-ASSURED YOUNG MEN & WOMEN. CHILDREN LEARN TO VALUE NATURE AND FOLLOW THEIR PASSIONS AND INTERESTS. PERSONAL DEVELOPMENT IS THE CENTER OF A SUMMER AT CAMP FERN LEGACY. OUR MOTTO IS ""GOD FIRST, OTHERS SECOND, I AM THIRD.""",B,465,75,Recreation
463158287,TRAIL OF LIGHTS FOUNDATION,James,info@saymynamepr.com,TX,A84,"ORGANIZE THE ANNUAL TRAIL OF LIGHTS CELEBRATION IN AUSTIN, TEXAS AND TO ENGAGE IN AND PROMOTE OTHER CHARITABLE AND EDUCATIONAL ACTIVITIES FOR THE BENEFIT OF THE COMMUNITY.",B,871,75,Arts & Culture
752411239,ABILENE ARTS ALLIANCE,Darrel,info@abilenecac.org,TX,A260,"TO STRENGTHEN THE AREA'S CULTURAL LIFE THROUGH STRATEGIC INVESTMENT IN ITS CULTURAL RESOURCES; TO BE AN ADVOCATE FOR CULTURAL ORGANIZATIONS, ACTIVITIES AND INITIATIVES THROUGHOUT THE COMMUNITY; AND TO ENSURE THE CULTURAL DEVELOPMENT OF YOUNG PEOPLE.",B,871,75,Arts & Culture
510173535,THE JUNIOR LEAGUE OF ARLINGTON TX INC,April,info@jlarlington.org,TX,S810,"THE JUNIOR LEAGUE OF ARLINGTON IS AN ORGANIZATION OF WOMEN COMMITTED TO PROMOTING VOLUNTARISM, DEVELOPING THE POTENTIAL OF WOMEN AND IMPROVING THE COMMUNITY THROUGH THE EFFECTIVE ACTION AND LEADERSHIP OF TRAINED VOLUNTEERS. IT'S PURPOSE IS EXCLUSIVELY EDUCATIONAL AND CHARITABLE.",B,394,75,Community Improvement
364753862,MANSFIELD MISSON CENTER INC,Cindy,info@mansfieldmission.org,TX,X20,MANSFIELD MISSION CENTER INC. SERVES RESIDENTS OF THE MANSFIELD INDEPENDENT SCHOOL DISTRICT BY PROVIDING RESOURCES TO INDIVIDUALS TO IMPROVE THEIR FINANCIAL AND PHYSICAL HEALTH.,B,752,75,Religion
200106847,COMMON THREADS,Linda,info@commonthreads.org,TX,A70,"TO CHAMPION IMPROVED COMMUNITY HEALTH THROUGH THE POWER OF NUTRITION AND FOOD. WE ENVISION A WORLD WHERE PEOPLE ARE EMPOWERED, NOURISHED, AND EQUIPPED TO CULTIVATE HEALTHIER FUTURES FOR THEMSELVES AND THEIR COMMUNITIES.",B,871,75,Arts & Culture
751941400,PARK ROW CHRISTIAN ACADEMY & CHILDRENS,Benton,info@prca.me,TX,B20,EDUCATION,B,1430,75,Education
061672774,Historic Paramount Theatre,Kasselman,info@paramount-abilene.org,TX,A65,"Our mission is to manage and promote the Historic Paramount Theatre to benefit the citizens of Abilene, Texas and the sourrounding area.",B,871,75,Arts & Culture
134291152,ANTHEM STRONG FAMILIES,Cosette,info@anthemstrongfamilies.org,TX,P40,"Anthem Strong Families educates, equips, and empowers men, women and youth to Be the Champion for their life, their marriage, their children and their family.",B,1222,75,Human Services
843568779,WILLIAMSON COUNTY FAIR ASSOCIATION,Bryon,info@williamsoncountyfair.org,TX,N52,"PROVIDE A FUN, FAMILY EVENT THAT EDUCATES THE PUBLIC, PROMOTES AGRICULTURE, AND BRINGS COMMUNITIES TOGETHER TO CELEBRATE THE TRADITIONS OF WILLIAMSON COUNTY. ITS MAIN PURPOSE IS TO EDUCATE THE RESIDENTS, PARTICULARY THE YOUTH, OF WILLIAMSON COUNTY AND THE SURROUNDING COMMUNITIES ON AGRICULTURAL MATTERS.",B,465,75,Recreation
752863425,ServingHIM Healthcare International,Kevin,info@ServingHIM.org,TX,Q33,"ServingHIM's main function is to provide dental and medical care to people who cannot afford health care and to spread the Gospel in conjunction with providing the care. We accomplish this through missionary trips to Romania, Modolva, and Guatamala. These trips are staffed with US based doctors.",B,505,75,International
760280324,TOMAGWA MINISTRIES INC,Timika,admin@tomagwa.org,TX,E99Z,"TOMAGWA HEALTHCARE MINISTRIES EXISTS TO PROVIDE COMPASSIONATE CHRISTIAN HEALTHCARE TO COMMUNITY MEMBERS WITH LIMITED RESOURCES. IT IS A FULL-TIME COMPREHENSIVE FAMILY PRACTICE AND DENTAL CLINIC SERVING LOW-RESOURCE UNINSURED RESIDENTS, OFFERING A BROAD RANGE OF PRIMARY HEALTHCARE SERVICES.",B,693,75,Health
752038796,HOPE'S DOOR NEW BEGINNING CENTER,Christina,info@hdnbc.org,TX,P43Z,THE MISSION OF HOPE'S DOOR NEW BEGINNING CENTER IS TO OFFER INTERVENTION AND PREVENTION SERVICES TO INDIVIDUALS AND FAMILIES AFFECTED BY INTIMATE PARTNER AND FAMILY VIOLENCE AND TO PROVIDE EDUCATION PROGRAMS THAT ENHANCE THE COMMUNITY'S CAPACITY TO RESPOND.,B,1222,75,Human Services
760172861,PARTNERS RESOURCE NETWORK INC,Genevieve,info@prntexas.org,TX,P400,THE MISSION OF PARTNERS RESOURCE NETWORK IS TO EMPOWER AND SUPPORT TEXAS FAMILIES AND INDIVIDUALS IMPACTED BY DISABILITIES OR SPECIAL HEALTH CARE NEEDS.,B,1222,75,Human Services
760105267,Fotofest Inc,William,info@fotofest.org,TX,A400,TO CREATE AN INTERNATIONAL FORUM FOR THE EXCHANGE OF PHOTOGRAPHY AND IDEAS. TO PROMOTE PUBLIC APPRECIATION OF PHOTOGRAPHIC ART.,B,871,75,Arts & Culture
760470234,BRYAN EDUCATIONAL INSTITUTE,Melissa,info@thebryanmuseum.org,TX,A54,"THE MISSION OF THE BRYAN MUSEUM IS TO BRING THE HISTORY OF TEXAS AND THE AMERICAN WEST TO LIFE. THROUGH ITS WORLD-CLASS COLLECTIONS, EXHIBITIONS, AND EDUCATIONAL HISTORY AND LITERACY PROGRAMS, STUDENTS OF ALL AGES GET A CHANCE TO EXPERIENCE THE (CONTINUED ON SCHEDULE O ) STORIES OF YESTERDAY AND WRITE THE STORIES OF TOMORROW.",B,871,75,Arts & Culture
760679202,HUMBLE CHRISTIAN SCHOOL,Keith,info@humblechristianschool.org,TX,B20,"TO PROVIDE QUALITY CHRISTIAN EDUCATION AND STRIVE FOR EXCELLENCE IN SPIRITUAL, ACADEMIC, SOCIAL AND PHYSICAL DEVELOPMENT AS WELL AS ASSIST PARENTS IN TRAINING GODLY LEADERS WHO WILL MAKE AN IMPACT ON THE PEOPLE THEY TOUCH FOR JESUS CHRIST.",B,1430,75,Education
830402177,HABITAT FOR HUMANITY OF EAST,Carol,info@habitateastpolk.org,TX,L20Z,AFFORDABLE HOUSING FOR ECONOMICALLY DISADVANTAGED.,B,384,75,Housing
463275286,Vasudha Foundation USA Inc,Komala,info@vasudhausa.org,TX,C27,"The broad mission of promoting clean energy and environmental friendly and socially just solutions. Specifically, its aims and objectives are: promote environment friendly, socially just and sustainable models of development; empower and carry the voices and struggles of community groups from the fast developing economies to ensure a transparent and participatory process in global policy making; provide technical support to communities and groups in developing economies for sustainable and low carbon paths.",B,331,75,Environment
751609410,BLACK ACADEMY OF ARTS AND LETTERS INC,Curtis,info@tbaal.org,TX,A200,"Continuation of Part I Line 1 - the framework of African, African-American and Caribbean Arts and Letters. We promote, foster, cultivate, perpetuate, and preserve the Arts Letters of Africans, African-Americans, and Caribbeans.",B,871,75,Arts & Culture
823224098,PRESTIGE INSTITUTE INC,Brian,info@prestigeinstitute.org,TX,B60,"PLI EXISTS TO GLORIFY GOD BY EDUCATING, EQUIPPING, AND MINISTERING TO IMMIGRANT AND REFUGEE FAMILIES, EMPOWERING THEM TO THRIVE IN THE U.S.",B,1430,75,Education
752561891,ARLINGTON ISD EDUCATION FOUNDATION,Amanda,info@arlingtonef.org,TX,T20,TO SERVE THE STUDENTS OF THE ARLINGTON ISD BY FULFILLING EXTRAORDINARY EDUCATIONAL NEEDS AND INITIATIVES.,B,746,75,Philanthropy
475585810,Magnolia Heritage Academy,Barbara,info@magnoliaheritageacademy.com,TX,B20,"Magnolia Heritage Academy is a homeschool hybrid campus. Our goal is to expand beyond traditional learning experiences with inspirational learning opportunities. At MHA, we believe in a partnership between teachers, parents, and students. We use Christian based curriculum and students attend three days a week.",B,1430,75,Education
750881589,JUNIOR ACHIEVEMENT OF DALLAS INC,Jan,info@jadallas.org,TX,Q320,"JUNIOR ACHIEVEMENT IS A NONPROFIT ORGANIZATION THAT PROMOTES INTEREST IN THE FREE ENTERPRISE SYSTEM AMONG ELEMENTARY SCHOOL, MIDDLE SCHOOL, AND HIGH SCHOOL STUDENTS OF NORTHEAST TEXAS AREA SCHOOLS.",B,505,75,International
752408749,LUBBOCK HABITAT FOR HUMANITY INC,Danielle,info@lubbockhabitat.org,TX,L20Z,"THE PURPOSE OF THE ORGANIZATION IS TO CONSTRUCT DECENT, AFFORDABLE HOUSING FOR LOW TO MODERATE INCOME FAMILIES, AND TO SHOW THE LOVE OF JESUS CHRIST THROUGH ACTION IN THE LUBBOCK, TEXAS AREA.",B,384,75,Housing
752819009,Denton Calvary Academy,Zach,info@dentoncalvary.org,TX,B24,"To provide biblically based educational experience that partners Christian parents and passionate educators to produce students who enjoy learning, communicate well, who are honorable, ethical, respectful and equipped to seize opportunity in a secular world",B,1430,75,Education
464875047,SOUND OFF,William,info@sound-off.com,TX,W30,"TO PROVIDE MENTAL HEALTH SUPPORT TO VETERANS AND SERVICE MEMBERS IN SUCH A WAY THAT THE 47%+ OF THOSE SUFFERING WHO OTHERWISE REFUSE TO SEEK HELP FEEL CULTURALLY, BUREAUCRATICALLY AND PSYCHOLOGICALLY COMFORTABLE DOING SO. WE ACKNOWLEDGE AND PRECISELY ADDRESS THE WELL KNOWN BARRIERS TO ENTRY (WHICH PREVENT THESE MEN AND WOMEN FROM SEEKING HELP) BY CHANGING SEVERAL ELEMENTS OF THE TRADITIONAL DELIVERY OF SUPPORT, THEREBY BRINGING A SIGNIFICANT POPULATION OF PREVIOUSLY UNSERVED VETERANS AND SERVICE MEMBERS INTO HELP.",B,294,75,Public Policy
270621815,AN-NISA HOPE CENTER,Bibi,info@annisa.org,TX,B60,"To assist families in crisis and to bring awareness to issues affecting the community. An Nisa provides assistance to help clients become self sufficient. Some services provided are case management, counseling, education classes, assistance with job training, provide food and basics to survive and much more",B,1430,75,Education
453533728,REINO CAPITAL,Rodney,info@reino-capital.com,TX,X20,"REINO CAPITAL, A TEXAS NONPROFIT CORPORATION, IS ORGANIZED AND OPERATED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS AND EDUCATIONAL PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE OF 1986, AS AMENDED.WITHIN THE SCOPE OF THE FOREGOING PURPOSES, THE CORPORATION WILL CREATE AND FACILITATE A GREATER AWARENESS OF GOD'S POWER AND WORKING GLOBALLY. IN FURTHERANCE OF THESE PURPOSES, THE CORPORATION WILL PRODUCE VIDEOS DESIGNED (I) TO PROMOTE GREATER MISSIONARY EFFICIENCY, (II) TO PROMOTE THE WORKS OF SELECTED MISSIONARIES, (III) TO RAISE FUNDS FOR MISSIONARY WORK, AND (IV) FOR USE IN LEADERSHIP TRAINING FOR CHRISTIAN ORGANIZATIONS IN VARIOUS COUNTRIES. THE CORPORATION ALSO WILL PROVIDE GRANTS TO ORGANIZATIONS IN FURTHERANCE OF THEIR MISSIONARY EFFORTS. THE ORGANIZATIONS THAT THE CORPORATION WILL PARTNER WITH AND/OR SUPPORT ARE CHOSEN BASED ON THEIR EFFECTIVENESS IN THE PROPAGATION OF THE GOOD NEWS OF THE SALVATION.",B,752,75,Religion
750630233,VARIETY THE CHILDREN'S,Al,info@varietytexas.org,TX,P80,VARIETY IS COMMITTED TO PROMOTING AND PROTECTING THE HEALTH AND WELL-BEING OF CHILDREN ACROSS TEXAS.,B,1222,75,Human Services
751083514,TEXAS PANHANDLE HERITAGE FOUNDATION,Berklee,info@texas-show.com,TX,A82Z,"TO PRESERVE, RECORD AND RECREATE THE STORY OF THE HISTORY OF THE PIONEERS OF THE TEXAS PANHANDLE BY THE PRODUCTION OF A MUSICAL DRAMA IN THE OUTDOOR THEATRE LOCATED IN PALO DURO CANYON STATE PARK.",B,871,75,Arts & Culture
752577651,Arts Council,Carol,info@artscouncilwf.org,TX,A20,"The mission of the Arts Council is to nurture and strengthen the artistic, cultural and educational quality of the community.",B,871,75,Arts & Culture
760169898,RAINARD SCHOOL INC,Elena,info@rainard.org,TX,B27Z,TO EDUCATE GIFTED CHILDREN FROM PRE-K THROUGH 8TH GRADE.,B,1430,75,Education
522124245,LAKE JACKSON EMERGENCY MEDICAL,Lewis,info@ljems.org,TX,E620,PROVIDE EMERGENCY MEDICAL CARE TO SICK & INJURED.,B,693,75,Health
742938648,KERRVILLE FOLK FESTIVAL FOUNDATION,Val,info@kerrvillefolkfestival.org,TX,A68,"TO PROMOTE PUBLIC APPRECIATION AND SUPPORT FOR SONGWRITERS, THE SONGWRITING CRAFT, AND FOLK MUSIC BY CREATING A COMMUNITY WHERE SONGCRAFT IS SUPPORTED AND FOLK MUSIC IS ENJOYED BY PEOPLE OF ALL AGES.",B,871,75,Arts & Culture
752945230,Communities in Schools of the Big Country,Paul,info@cisbigcountry.org,TX,B80,Student dropout prevention and intervention programs and services,B,1430,75,Education
751678200,AFRICAN AMERICAN MUSEUM,Harry,info@aamdallas.org,TX,A510,"The African American Museum is dedicated to the collection, preservation, exhibition and research of artistic expressions and historical documents that relate to the life and culture of the African American community.",B,871,75,Arts & Culture
262959996,THE WOODS PROJECT,Natalie,info@thewoodsproject.org,TX,N20,"THE WOODS PROJECT CREATES WILDERNESS EDUCATION AND EXPLORATION EXPERIENCES THAT DEVELOP CRITICAL BEHAVIORS NEEDED FOR DISADVANTAGED STUDENTS TO ACHIEVE SUCCESS IN SCHOOL, IN THE WORKPLACE AND LIFE.",B,465,75,Recreation
273828680,APM Outreach Inc,Debbie,info@anchorpoint.us,TX,P45,Championing the future of children by educating and empowering parents because no one is beyond hope.,B,1222,75,Human Services
