ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
510173535,THE JUNIOR LEAGUE OF ARLINGTON TX INC,April,info@jlarlington.org,TX,S810,"THE JUNIOR LEAGUE OF ARLINGTON IS AN ORGANIZATION OF WOMEN COMMITTED TO PROMOTING VOLUNTARISM, DEVELOPING THE POTENTIAL OF WOMEN AND IMPROVING THE COMMUNITY THROUGH THE EFFECTIVE ACTION AND LEADERSHIP OF TRAINED VOLUNTEERS. IT'S PURPOSE IS EXCLUSIVELY EDUCATIONAL AND CHARITABLE.",B,394,75,Community Improvement
760618804,FRIENDSWOOD VOLUNTEER FIRE DEPARTMENT,Greg,info@friendswoodvfd.com,TX,M24,"PROVIDE ADMINISTRATION AND MANAGEMENT FOR THE PROVISION OF FIREFIGHTING, EMERGENCY RESCUE, AND EMERGENCY MEDICAL SERVICES FOR THE COMMUNITY OF FRIENDSWOOD, TX",B,181,75,Public Safety
273967754,PLANT IT FORWARD,Liz,info@plantitforward.farm,TX,K20,"To empower refugees to develop sustainable farming businesses that produce fresh healthy food for our community. We operate three key program areas: farmer education, farm services, and enterprise programs.",B,390,75,Food/Agriculture
742942646,TEXAS INTERNATIONAL BACCALAUREATE SCHOOLS TIBS,Courtney,info@texasibschools.org,TX,B11,"TO ADVOCATE FOR ACCESS TO AN IB EDUCATION FOR ALL AND PROVIDE SUPPORT TO IB WORLD SCHOOLS THROUGH PROFESSIONAL DEVELOPMENT, CURRICULUM PLANNING, PROGRAM IMPLEMENTATION, AND SCHOLARSHIP PROGRAMS.",B,1430,75,Education
751941400,PARK ROW CHRISTIAN ACADEMY & CHILDRENS,Benton,info@prca.me,TX,B20,EDUCATION,B,1430,75,Education
800147620,Health Alliance for Austin Musicians,Paul,info@myhaam.org,TX,Y99,"Health Alliance for Austin Musicians (HAAM) provides access to affordable health care for Austin's low-income, uninsured working musicians with a focus on prevention and wellness.",B,38,40,Mutual/Membership
824805883,FOSTER CARE ADVOCACY CENTER,Tara,info@fcactexas.org,TX,P32,FOSTER CARE ADVOCACY IS A NONPROFIT MULTIDISCIPLINARY LAW OFFICE THAT PROVIDES HOLISTIC REPRESENTATION FOR CHILDREN AND PARENTS INVOLVED IN THE CHILD WELFARE SYSTEM IN THE GREATER HOUSTON AREA.,B,1222,75,Human Services
825513595,FFLV USA,Hendrina,info@fflv.org,TX,Q33,"FOOD FOR LIFE VRINDAVAN HAS BEEN WORKING IN INDIA SINCE 1991. OUR WORK INCLUDES FREE MEAL DISTRIBUTION, CLEANING AND TREE PLANTING, PAPER RECYCLING , ORGANIC FARMING, AND A SEWING AND EMBROIDERY CENTRE (PROVIDING TRAINING & EMPLOYMENT OPPORTUNITY FOR VILLAGE WOMEN). PRIMARILY, FFLV RUNS SCHOOLS PROVIDING FREE EDUCATION, MEALS, SKILL TRAINING AND MEDICAL HELP TO OVER 1500 GIRLS IN INDIA. OVER THE PAST 25 YEARS OF WORKING AT GRASSROOTS, WE SAW THE INTENSE HARDSHIPS A GIRL FACES WITHOUT AN EDUCATION, CHILD MARRIAGE BEING THE MOST COMMON ONE, WHERE SHE IS FORCED INTO AN ADULT ROLE AT AN EARLY AGE. FFLV AIMS TO KEEP THE GIRL IN SCHOOL UNTIL SHE IS 18 TO PREVENT EARLY MARRIAGE. WE ALSO ENCOURAGE & SUPPORT THE GIRL TO PURSUE UNIVERSITY EDUCATION.",B,505,75,International
760411778,Project Row Houses,Eureka,info@projectrowhouses.org,TX,A230,"Project Row Houses empowers people and enriches communities through engagement, art, and direct action.",B,871,75,Arts & Culture
751779401,WICHITA FALLS FAITH MISSION INC,Steve,info@faithmissionwf.org,TX,X20Z,TO PROVIDE CHRIST-CENTERED PROGRAMS AND SERVICES THAT LEAD THE HOMELESS TOWARD SELF-SUFFICIENCY.,B,752,75,Religion
751559945,WATERTOWER THEATRE INC,Rebecca,info@watertowertheatre.org,TX,A650,"TO CREATE INNOVATIVE, DIVERSE THEATRE THAT BUILDS COMMUNITY BY FOSTERING EMPATHY AND DIALOGUE.",B,871,75,Arts & Culture
742717029,American indians in Texas at the Spanish Colonial Missions,Ramon,info@aitscm.org,TX,A23,The mission of the American Indians in Texas at the Spanish Colonial Missions is to work for the preservation and protection of the culture and traditions of the Tap Pilam Coahuiltecan Nation and other indigenous people of the Spanish Colonial Missions of south Texas and northern Mexico through: education research community outreach economic development and legislative initiatives at the federal state and local levels.,B,871,75,Arts & Culture
383798900,PRAIRIE VIEW A&M FOUNDATION,Megan,info@pvamf.org,TX,B124,"TO MAXIMIZE THE EFFECTIVENESS OF CONTRIBUTIONS TO SUPPORT FUTUREEXCELLENCE IN EDUCATION, RESEARCH, SERVICE AND ATHLETICS AT PRAIRIEVIEW A&M UNIVERSITY.",B,1430,75,Education
760695721,Ashtalakshmi Temple,Surendra,info@ashtalakshmi.org,TX,X70,"Promote the mission of H.H. Sri Sri Sri Tridandi Chinna Srimannarayana Ramanuja Jeeyar Swamiji to revitalize our vedic heritage and spread the Vedic knowledge to the present and future generations. Promote the motto of Worship your own and respect all Promote the motto of Serve all beings as Service to God A place of Worship and Vedic Learning Celebrate Festivals Provide priest services Conduct satsang, bhajans and discourses for peace and tranquillity Conduct music and dance classes Conduct social service activities",B,752,75,Religion
843568779,WILLIAMSON COUNTY FAIR ASSOCIATION,Bryon,info@williamsoncountyfair.org,TX,N52,"PROVIDE A FUN, FAMILY EVENT THAT EDUCATES THE PUBLIC, PROMOTES AGRICULTURE, AND BRINGS COMMUNITIES TOGETHER TO CELEBRATE THE TRADITIONS OF WILLIAMSON COUNTY. ITS MAIN PURPOSE IS TO EDUCATE THE RESIDENTS, PARTICULARY THE YOUTH, OF WILLIAMSON COUNTY AND THE SURROUNDING COMMUNITIES ON AGRICULTURAL MATTERS.",B,465,75,Recreation
562394277,THE ARTIST BOAT INC,Karla,info@artistboat.org,TX,C60,"THE ARTIST BOAT, INC. IS DEDICATED TO PROMOTING AWARENESS AND PRESERVATION OF COASTAL MARGINS AND THE MARINE ENVIRONMENT THROUGH THE DISCIPLINES OF THE SCIENCES AND THE ARTS.",B,331,75,Environment
471429344,NextOp Inc,Shelby,info@nextopvets.org,TX,W30,NextOp helps place talented enlisted service members and veterans into civilian careers through highly individualized preparation and an array of programming.,B,294,75,Public Policy
870738076,Jewish Community Center Endowment Fund,Joel,admin@erjcchouston.org,TX,X11,The Jewish Community Center Endowment Fund was created to support the programs and operations of the Evelyn Rubenstein Jewish Community Center of Houston.,B,752,75,Religion
900641325,READERS 2 LEADERS,Norma,info@readers2leaders.org,TX,O50,"To equip students for success through the power of reading.Readers 2 Leaders envisions a world where all students have equitable opportunities to thrive as readers and leaders. Literacy unlocks brighter futures for children, families, and communities. Thats why Readers 2 Leaders mission is to equip all students for success through the power of reading. With evidence-based tutoring methodologies at the heart of all we do, Readers 2 Leaders prepares children, caregivers, and educators with the tools to read and share reading with others. We reach children with crucial literacy intervention and enrichment at schools, in out-of-school time (OST), at partner nonprofits, and at home, and we prioritize reaching children of color and those who are economically disadvantaged to help close systemic resource gaps that affect these students most. Our diverse staff and leadership seek to integrate the experiences and concerns of our communities through consistent, culturally competent, and creative",B,512,75,Youth Development
810792878,MONTGOMERY CHRISTIAN ACADEMY,Ronnie,admin@mc.academy,TX,B25,"TO PROVIDE A CHRIST-CENTERED, QUALITY EDUCATIONAL ALTERNATIVE FOR FAMILIES IN OUR AREA, REACHING UP TO GOD AND REACHING OUT TO PEOPLE.",B,1430,75,Education
752185073,TEXAS FOUNDATION FOR EDUCATIONAL,Mary,info@davincischool.org,TX,B21Z,"SCHOOL'S MISSION IS TO HELP ESTABLISH BASIC SKILLS THROUGH TEACHING METHODS THAT ENHANCE A CHILD'S JOY IN LEARNING, ABILITY TO LEARN, AND INTEREST IN LEARNING WHILE FOSTERING THE CHILD'S SELF-CONFIDENCE.",B,1430,75,Education
760350823,MAINLAND CHILDREN'S PARTNERSHIP,Gary,info@mcpartnership.org,TX,I72Z,"TO GIVE AT-RISK CHILDREN AND THEIR FAMILIES THE BEST POSSIBLE OPPORTUNITY TO BREAK THE CYCLE OF POVERTY BY FOSTERING COLLABORATION IN THE COMMUNITY AND BETWEEN THE PROVIDERS OF MEDICAL, SOCIAL, EDUCATIONAL, FINANCIAL ASSISTANCE AND SUPPORT SERVICES, AND FACILITATING IMPROVED EFFICIENCY AND EFFECTIVENESS OF SERVICE DELIVERY WITHIN THE BOUNDARIES OF THE TEXAS CITY AND LA MARQUE INDEPENDENT SCHOOL DISTRICTS.",B,362,75,Crime/Legal
752198418,COWTOWN MARATHON INC,Paul,info@cowtownmarathon.org,TX,N70,"TO HOST THE ANNUAL FORT WORTH COWTOWN MARATHON, 10K AND 5K ROAD RACES AND VARIOUS OTHER RACES THROUGHOUT THE YEAR. THERE WERE OVER 23,065 PARTICIPANTS THIS YEAR. RUNNERS REPRESENTED EVERY STATE IN THE UNITED STATES AND OVER 14 FOREIGN COUNTRIES THIS YEAR.",B,465,75,Recreation
746062658,WACO SYMPHONY ASSOCIATION INC,Carolyn,info@wacosymphony.com,TX,A69Z,WACO SYMPHONY ASSOCIATION'S MISSION IS TO PRESENT LIVE CLASSICAL MUSIC THAT WILL ENRICH THE CULTURAL LIFE OF OUR COMMUNITY.,B,871,75,Arts & Culture
742726459,GARDENIA E JANSSEN ANIMAL SHELTER INC,Rylee,info@faycofoundation.com,TX,D200,"TO PROVIDE SHELTER AND CARE FOR ABANDONED, LOST, OR INJURED ANIMALS AND TO FACILITATE IN THE ADOPTION OR RECLAMATION OF THESE ANIMALS.",B,545,75,Animal-Related
742247261,CORPUS CHRISTI METRO MINISTRIESINC,Patty,info@ccmetro.org,TX,P200,"METRO MINISTRIES TRANSFORMS THE LIVES OF THOUSANDS OF INDIVIDUALS AND FAMILIES IN THE COASTAL BEND BY FEEDING THE HUNGRY, SHELTERING THE HOMELESS, AND BUILDING FUTURES.",B,1222,75,Human Services
200106847,COMMON THREADS,Linda,info@commonthreads.org,TX,A70,"TO CHAMPION IMPROVED COMMUNITY HEALTH THROUGH THE POWER OF NUTRITION AND FOOD. WE ENVISION A WORLD WHERE PEOPLE ARE EMPOWERED, NOURISHED, AND EQUIPPED TO CULTIVATE HEALTHIER FUTURES FOR THEMSELVES AND THEIR COMMUNITIES.",B,871,75,Arts & Culture
760620881,HISTORIC HOUSTON,Carol,info@historichouston.org,TX,A80,HISTORIC HOUSTON IS A NON-PROFIT ORGANIZATION DEDICATED TO THE PRESERVATION AND CONSERVATION OF HOUSTON'S HISTORIC ARCHITECTURE AND ARCHITECTURAL BUILDING RESOURCES.,B,871,75,Arts & Culture
834145157,TEXAS COUNCIL FOR INTERNATIONAL STUDIES,Margaret,admin@texascis.org,TX,B90,"TO FACILITATE IMPLEMENTATION OF INTERNATIONAL BACCALAUREATE (IB) PROGRAMS THROUGH PARTNERSHIP AGREEMENTS WITH IB SCHOOLS AND DISTRICTS AND PROVIDE IB PROGRAM DEVELOPMENT, IB PROFESSIONAL TRAINING, CURRICULUM PLANNING, MARKETING CAMPAIGNS AND SCHOLARSHIP PROGRAMS.",B,1430,75,Education
884067747,Independent Media Initiative Inc,Corey,info@theimi.co,TX,A30,"The Independent Media Initiative (IMI) supports online content creators who share their creativity with integrity and humility on platforms such as YouTube, podcasts, and TikTok.",B,871,75,Arts & Culture
834003597,MIDLAND DOWNTOWN PARK CONSERVANCY,Scott,info@centennialparkmidland.org,TX,N20,"TO PROVIDE A PREMIER GREEN SPACE AND GATHERING PLACE IN DOWNTOWN MIDLAND, ENRICH THE QUALITY OF PLACE FOR OUR RESIDENTS AND VISITORS, AND ACT AS A CATALYST FOR SOCIAL AND ECONOMIC GROWTH.",B,465,75,Recreation
450621201,OPEN ARMS HEALTH CLINIC INC,Fran,info@openarmshealthclinic.org,TX,E32,"Open Arms Health Clinic offers compassionate, high quality care to those who lack access to affordable health services. The faith-based nonprofit clinic is staffed by volunteer professionals and 100% funded by grants and donations.",B,693,75,Health
134291152,ANTHEM STRONG FAMILIES,Cosette,info@anthemstrongfamilies.org,TX,P40,"Anthem Strong Families educates, equips, and empowers men, women and youth to Be the Champion for their life, their marriage, their children and their family.",B,1222,75,Human Services
203277048,TNP,Emily,admin@texasnp.org,TX,S41,EMPOWERING NURSE PRACTITIONERS TO ADVANCE OUR PROFESSION AND THE HEALTH OF ALL TEXANS THROUGH A UNIFIED VOICE.,B,394,75,Community Improvement
475585810,Magnolia Heritage Academy,Barbara,info@magnoliaheritageacademy.com,TX,B20,"Magnolia Heritage Academy is a homeschool hybrid campus. Our goal is to expand beyond traditional learning experiences with inspirational learning opportunities. At MHA, we believe in a partnership between teachers, parents, and students. We use Christian based curriculum and students attend three days a week.",B,1430,75,Education
750630233,VARIETY THE CHILDREN'S,Al,info@varietytexas.org,TX,P80,VARIETY IS COMMITTED TO PROMOTING AND PROTECTING THE HEALTH AND WELL-BEING OF CHILDREN ACROSS TEXAS.,B,1222,75,Human Services
453533728,REINO CAPITAL,Rodney,info@reino-capital.com,TX,X20,"REINO CAPITAL, A TEXAS NONPROFIT CORPORATION, IS ORGANIZED AND OPERATED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS AND EDUCATIONAL PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE OF 1986, AS AMENDED.WITHIN THE SCOPE OF THE FOREGOING PURPOSES, THE CORPORATION WILL CREATE AND FACILITATE A GREATER AWARENESS OF GOD'S POWER AND WORKING GLOBALLY. IN FURTHERANCE OF THESE PURPOSES, THE CORPORATION WILL PRODUCE VIDEOS DESIGNED (I) TO PROMOTE GREATER MISSIONARY EFFICIENCY, (II) TO PROMOTE THE WORKS OF SELECTED MISSIONARIES, (III) TO RAISE FUNDS FOR MISSIONARY WORK, AND (IV) FOR USE IN LEADERSHIP TRAINING FOR CHRISTIAN ORGANIZATIONS IN VARIOUS COUNTRIES. THE CORPORATION ALSO WILL PROVIDE GRANTS TO ORGANIZATIONS IN FURTHERANCE OF THEIR MISSIONARY EFFORTS. THE ORGANIZATIONS THAT THE CORPORATION WILL PARTNER WITH AND/OR SUPPORT ARE CHOSEN BASED ON THEIR EFFECTIVENESS IN THE PROPAGATION OF THE GOOD NEWS OF THE SALVATION.",B,752,75,Religion
751083514,TEXAS PANHANDLE HERITAGE FOUNDATION,Berklee,info@texas-show.com,TX,A82Z,"TO PRESERVE, RECORD AND RECREATE THE STORY OF THE HISTORY OF THE PIONEERS OF THE TEXAS PANHANDLE BY THE PRODUCTION OF A MUSICAL DRAMA IN THE OUTDOOR THEATRE LOCATED IN PALO DURO CANYON STATE PARK.",B,871,75,Arts & Culture
752577651,Arts Council,Carol,info@artscouncilwf.org,TX,A20,"The mission of the Arts Council is to nurture and strengthen the artistic, cultural and educational quality of the community.",B,871,75,Arts & Culture
760169898,RAINARD SCHOOL INC,Elena,info@rainard.org,TX,B27Z,TO EDUCATE GIFTED CHILDREN FROM PRE-K THROUGH 8TH GRADE.,B,1430,75,Education
205665097,ANGEL REACH,Jean,info@angelreach.org,TX,P12,"Through providing a coordinated family of services aimed at meeting the special needs of this group of young people, aged-out foster youth, Angel Reach is first committed to assuring the safety and security of all children and youth in alternate care. Safety and security needs being met, they can rebuild trust in others; develop spiritually; begin to have a sense of belonging; and rise above their backgrounds to become productive adults.",B,1222,75,Human Services
752638117,CARA MIA THEATRE CO,Daniel,info@caramiatheatre.org,TX,A650,"Founded in 1996, Cara Mía Theatre Co.'s mission is to inspire and engage people to uplift their communities through transformative Latinx theatre, multicultural youth arts experiences, and community action. In addition to a season of 1-2 plays and an annual theatre festival, Cara Mía Theatre Co. tours original plays by Dallas artists, curates community programming for all communities and neighborhoods in Dallas, and provides inspiring programs for youth and schools.",B,871,75,Arts & Culture
752819009,Denton Calvary Academy,Zach,info@dentoncalvary.org,TX,B24,"To provide biblically based educational experience that partners Christian parents and passionate educators to produce students who enjoy learning, communicate well, who are honorable, ethical, respectful and equipped to seize opportunity in a secular world",B,1430,75,Education
237091275,SOUTHWESTERN GRADUATE SCHOOL OF BANKING,Jeffrey,info@swgsb.org,TX,B5XI,"TO PROVIDE THE HIGHEST QUALITY GRADUATE LEVEL EDUCATION FOR BANK AND FINANCIAL SERVICE INDUSTRY MANAGERS, SENIOR OFFICERS, AND DIRECTORS. THE FOUNDATION ALSO SEEKS TO DEVELOP LEADERS WHO ARE ABLE TO MEET THE INDUSTRY'S CHALLENGES WHENEVER AND WHEREVER THEY ARISE.",B,1430,75,Education
202734850,COMMUNITY CERTIFIED DEVELOPMENT CORP,William,info@communitybusinessfinance.com,TX,S43,"THE PURPOSE OF THE CDC IS TO PROMOTE ECONOMIC DEVELOPMENT, TO STIMULATE THE GROWTH AND EXPANSION OF SMALL BUSINESS AND INDUSTRY, AND TO PROMOTE EXPANDED BUSINESS AND EMPLOYMENT OPPORTUNITIES IN THE COMMUNITY.",B,394,75,Community Improvement
113703229,FAMILY PROMISE OF BELL COUNTY INC,Rucker,info@familypromisebellcounty.org,TX,L41,TO PROVIDE SERVICES TO HOMELESS FAMILIES THROUGH COMMUNITY PARTNERSHIPS AND FAITH CONGREGATIONS.,B,384,75,Housing
260476701,Rupani Foundation,Andrea,info@rupanifoundation.org,TX,T20,"Support health , education & economic development of underpriviledged people",B,746,75,Philanthropy
752411239,ABILENE ARTS ALLIANCE,Darrel,info@abilenecac.org,TX,A260,"TO STRENGTHEN THE AREA'S CULTURAL LIFE THROUGH STRATEGIC INVESTMENT IN ITS CULTURAL RESOURCES; TO BE AN ADVOCATE FOR CULTURAL ORGANIZATIONS, ACTIVITIES AND INITIATIVES THROUGHOUT THE COMMUNITY; AND TO ENSURE THE CULTURAL DEVELOPMENT OF YOUNG PEOPLE.",B,871,75,Arts & Culture
741168918,THE JUNIOR LEAGUE OF AUSTIN INC,Shannon,info@jlaustin.org,TX,S810,"WE ARE AN ORGANIZATION OF WOMEN COMMITTED TO PROMOTING VOLUNTEERISM, DEVELOPING THE POTENTIAL OF WOMEN, AND IMPROVING THE COMMUNITY THROUGH THE EFFECTIVE ACTION AND LEADERSHIP OF TRAINED VOLUNTEERS. OUR PURPOSE IS EXCLUSIVELY EDUCATIONAL AND CHARITABLE.",B,394,75,Community Improvement
760679202,HUMBLE CHRISTIAN SCHOOL,Keith,info@humblechristianschool.org,TX,B20,"TO PROVIDE QUALITY CHRISTIAN EDUCATION AND STRIVE FOR EXCELLENCE IN SPIRITUAL, ACADEMIC, SOCIAL AND PHYSICAL DEVELOPMENT AS WELL AS ASSIST PARENTS IN TRAINING GODLY LEADERS WHO WILL MAKE AN IMPACT ON THE PEOPLE THEY TOUCH FOR JESUS CHRIST.",B,1430,75,Education
870656142,COLLEGIATE STRENGTH & CONDITIONING,Scott,info@cscca.org,TX,N20,"CSCCA IS AN EDUCATIONAL ORGANIZATION THAT PROVIDES TRAINING, SEMINARS, AND AN ASSOCIATION TO DEVELOP BETTER UNDERSTANDING OF THE ROLE OF AND TECHNIQUES OF STRENGTH AND CONDITIONING FOR COLLEGE COACHES.",B,465,75,Recreation
462631484,MINDPOP,Brent,info@mindpop.org,TX,A25,"MINDPOP brings the revolutionary power of the arts and creative learning to classrooms, schools, and communities for the benefit of every student.",B,871,75,Arts & Culture
823224098,PRESTIGE INSTITUTE INC,Brian,info@prestigeinstitute.org,TX,B60,"PLI EXISTS TO GLORIFY GOD BY EDUCATING, EQUIPPING, AND MINISTERING TO IMMIGRANT AND REFUGEE FAMILIES, EMPOWERING THEM TO THRIVE IN THE U.S.",B,1430,75,Education
760470234,BRYAN EDUCATIONAL INSTITUTE,Melissa,info@thebryanmuseum.org,TX,A54,"THE MISSION OF THE BRYAN MUSEUM IS TO BRING THE HISTORY OF TEXAS AND THE AMERICAN WEST TO LIFE. THROUGH ITS WORLD-CLASS COLLECTIONS, EXHIBITIONS, AND EDUCATIONAL HISTORY AND LITERACY PROGRAMS, STUDENTS OF ALL AGES GET A CHANCE TO EXPERIENCE THE (CONTINUED ON SCHEDULE O ) STORIES OF YESTERDAY AND WRITE THE STORIES OF TOMORROW.",B,871,75,Arts & Culture
760105267,Fotofest Inc,William,info@fotofest.org,TX,A400,TO CREATE AN INTERNATIONAL FORUM FOR THE EXCHANGE OF PHOTOGRAPHY AND IDEAS. TO PROMOTE PUBLIC APPRECIATION OF PHOTOGRAPHIC ART.,B,871,75,Arts & Culture
752408749,LUBBOCK HABITAT FOR HUMANITY INC,Danielle,info@lubbockhabitat.org,TX,L20Z,"THE PURPOSE OF THE ORGANIZATION IS TO CONSTRUCT DECENT, AFFORDABLE HOUSING FOR LOW TO MODERATE INCOME FAMILIES, AND TO SHOW THE LOVE OF JESUS CHRIST THROUGH ACTION IN THE LUBBOCK, TEXAS AREA.",B,384,75,Housing
061672774,Historic Paramount Theatre,Kasselman,info@paramount-abilene.org,TX,A65,"Our mission is to manage and promote the Historic Paramount Theatre to benefit the citizens of Abilene, Texas and the sourrounding area.",B,871,75,Arts & Culture
522124245,LAKE JACKSON EMERGENCY MEDICAL,Lewis,info@ljems.org,TX,E620,PROVIDE EMERGENCY MEDICAL CARE TO SICK & INJURED.,B,693,75,Health
830402177,HABITAT FOR HUMANITY OF EAST,Carol,info@habitateastpolk.org,TX,L20Z,AFFORDABLE HOUSING FOR ECONOMICALLY DISADVANTAGED.,B,384,75,Housing
270956504,MASTERKEY MINISTRIES OF GRAYSON,Clint,contact@masterkeyministries.org,TX,P24,"STRENGTHENING FAMILIES BY HELPING THEM OVERCOME PHYSICAL, EDUCATIONAL, AND SPIRITUAL OBSTACLES TO SUCCESS THROUGH AFTER SCHOOL PROGRAMS, ADULT EDUCATION, FOOD ASSISTANCE, AND SUMMER PROGRAMS.",B,1222,75,Human Services
751609410,BLACK ACADEMY OF ARTS AND LETTERS INC,Curtis,info@tbaal.org,TX,A200,"Continuation of Part I Line 1 - the framework of African, African-American and Caribbean Arts and Letters. We promote, foster, cultivate, perpetuate, and preserve the Arts Letters of Africans, African-Americans, and Caribbeans.",B,871,75,Arts & Culture
842473663,THRIVE WITH AUTISM,Ronny,info@thrivesuccess.org,TX,O01,"TO CULTIVATE A HIGH QUALITY, INNOVATIVE ENVIRONMENT FOR INDIVIDUALS WITH AUTISM THAT PROVIDES ACCESS TO SERVICES NEEDED TO EMPOWER EACH INDIVIDUAL TO THRIVE.",B,512,75,Youth Development
844108520,FIX WEST TEXAS,Karen,info@fixwesttexas.org,TX,D20,Fix West Texas mission is to lower the local euthanasia rate dogs and cats put to sleep in our local shelter due to lack of space and to lower intakes number of dogs and cats taken in by the local shelter and local rescues in our West Texas community. Not only do we want to help prevent unwanted litters with affordable spay and neuter surgeries and by facilitating adoptions but we also want to make sure local pets are healthy and can stay with the families that love them by providing affordable vaccinations and preventatives.,B,545,75,Animal-Related
752344035,HUNT COUNTY SHARED MINISTRIES INC,Scott,info@hcsmfish.org,TX,X21M,"HCSM PROVIDES NOURISHING FOOD AND ESSENTIAL RESOURCES TO INVIDUALS AND FAMILIES IN HUNT COUNTY EXPERIENCING FOOD INSECURITY TO RESTORE HOPE, DIGNITY, AND SELF-SUFFICIENCY THROUGH COMPASSIONATE SERVICE",B,752,75,Religion
746050081,Texas Interscholastic League Foundation,Trudy,info@tilfoundation.org,TX,B82,The Foundation grants scholarships to Texas residents attending an accredited Texas college or university.,B,1430,75,Education
742933669,CHILDREN'S EMERGENCY RELIEF INTERNATIONAL,Constanta,info@cerikids.org,TX,Q330,"WE WORK WITH CHILDREN, FAMILIES, COMMUNITIES AND GOVERNMENTS TO PROVIDE A FAMILY ENVIRONMENT AS THE FIRST AND BEST OPTION FOR CHILDREN TO GROW IN.",B,505,75,International
742778878,Texas Cultural Trust Council,Heidi,info@txculturaltrust.org,TX,T99,Public arts funding,B,746,75,Philanthropy
741359405,Ruthe B Cowl Rehabilitation Center,Jacqueline,info@ruthebcowl.org,TX,E51Z,"Mission Statement The Ruthe B. Cowl Rehabilitation Centers main purpose is to live up to its mission which is to assist all individuals with disabilities whose condition can be improved by the services offered at the Center regardless of economic status. In 2023, the Center provided approximately $501,257 in FREE services. Imagine the number of people who would have no other place to go and seek the needed medical treatment which allows them the opportunity to regain their physical abilities to seek employment and continue to provide for their families the basis for survival. The Center provided therapy services via over 23,857 patient visits in 2023; hundreds of individuals required these services to improve their quality of life. The achieved results impacted a community condition that is not acceptable and interferes with leading a normal life for many patients who at times go without the therapy services because of their lack of resources. Background The Ruthe B. Cowl Rehabilitatio",B,693,75,Health
680495265,POETRY COMMUNITY CHRISTIAN SCHOOL,Anne,info@poetrychristian.org,TX,B20,POETRY COMMUNITY CHRISTIAN SCHOOL'S MISSION IS TO EDUCATE CHILDREN WITH A CHRIST-CENTERED CURRICULUM FOR STUDENTS PK THROUGH 12TH GRADE.,B,1430,75,Education
463275286,Vasudha Foundation USA Inc,Komala,info@vasudhausa.org,TX,C27,"The broad mission of promoting clean energy and environmental friendly and socially just solutions. Specifically, its aims and objectives are: promote environment friendly, socially just and sustainable models of development; empower and carry the voices and struggles of community groups from the fast developing economies to ensure a transparent and participatory process in global policy making; provide technical support to communities and groups in developing economies for sustainable and low carbon paths.",B,331,75,Environment
742917851,PRIMARY YEARS INC,Jeff,info@firstfoundations.com,TX,B21,To educate three and four years olds with a two or three day preschool program and to educate five year olds in a kindergarten program.,B,1430,75,Education
464875047,SOUND OFF,William,info@sound-off.com,TX,W30,"TO PROVIDE MENTAL HEALTH SUPPORT TO VETERANS AND SERVICE MEMBERS IN SUCH A WAY THAT THE 47%+ OF THOSE SUFFERING WHO OTHERWISE REFUSE TO SEEK HELP FEEL CULTURALLY, BUREAUCRATICALLY AND PSYCHOLOGICALLY COMFORTABLE DOING SO. WE ACKNOWLEDGE AND PRECISELY ADDRESS THE WELL KNOWN BARRIERS TO ENTRY (WHICH PREVENT THESE MEN AND WOMEN FROM SEEKING HELP) BY CHANGING SEVERAL ELEMENTS OF THE TRADITIONAL DELIVERY OF SUPPORT, THEREBY BRINGING A SIGNIFICANT POPULATION OF PREVIOUSLY UNSERVED VETERANS AND SERVICE MEMBERS INTO HELP.",B,294,75,Public Policy
364753862,MANSFIELD MISSON CENTER INC,Cindy,info@mansfieldmission.org,TX,X20,MANSFIELD MISSION CENTER INC. SERVES RESIDENTS OF THE MANSFIELD INDEPENDENT SCHOOL DISTRICT BY PROVIDING RESOURCES TO INDIVIDUALS TO IMPROVE THEIR FINANCIAL AND PHYSICAL HEALTH.,B,752,75,Religion
750881589,JUNIOR ACHIEVEMENT OF DALLAS INC,Jan,info@jadallas.org,TX,Q320,"JUNIOR ACHIEVEMENT IS A NONPROFIT ORGANIZATION THAT PROMOTES INTEREST IN THE FREE ENTERPRISE SYSTEM AMONG ELEMENTARY SCHOOL, MIDDLE SCHOOL, AND HIGH SCHOOL STUDENTS OF NORTHEAST TEXAS AREA SCHOOLS.",B,505,75,International
752561891,ARLINGTON ISD EDUCATION FOUNDATION,Amanda,info@arlingtonef.org,TX,T20,TO SERVE THE STUDENTS OF THE ARLINGTON ISD BY FULFILLING EXTRAORDINARY EDUCATIONAL NEEDS AND INITIATIVES.,B,746,75,Philanthropy
760172861,PARTNERS RESOURCE NETWORK INC,Genevieve,info@prntexas.org,TX,P400,THE MISSION OF PARTNERS RESOURCE NETWORK IS TO EMPOWER AND SUPPORT TEXAS FAMILIES AND INDIVIDUALS IMPACTED BY DISABILITIES OR SPECIAL HEALTH CARE NEEDS.,B,1222,75,Human Services
